command line args: main.py --algo i2a --env HuntMiniPacmanNoFrameskip-v0 --num-processes 128 --port 5555 --log-dir /tmp/gym/Hunt_AfterBugfix --num-steps 10 --entropy-coef 0.02 --distill-coef 0.3 --num-stack 1 --use-class-labels
Updates 0, num timesteps 1280, FPS 367, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 0.00001, policy loss 0.00394, distill_loss -0.00075, time 0.05810 min
Updates 32000, num timesteps 40961280, FPS 540, mean/median reward -19.3/-20.0, min/max reward -40.0/-7.0, entropy 0.64662, value loss 3.66585, policy loss -0.02216, distill_loss -25.31163, time 1263.13042 min
Updates 32010, num timesteps 40974080, FPS 540, mean/median reward -19.0/-20.0, min/max reward -40.0/1.0, entropy 0.62860, value loss 1.83501, policy loss -0.00086, distill_loss -26.29615, time 1263.85399 min
Updates 32020, num timesteps 40986880, FPS 540, mean/median reward -19.3/-20.0, min/max reward -40.0/1.0, entropy 0.50609, value loss 2.56152, policy loss 0.00806, distill_loss -27.13884, time 1264.52756 min
Updates 32030, num timesteps 40999680, FPS 540, mean/median reward -19.4/-20.0, min/max reward -59.0/-6.0, entropy 0.68732, value loss 3.44938, policy loss 0.01681, distill_loss -28.68593, time 1265.26972 min
Updates 32040, num timesteps 41012480, FPS 539, mean/median reward -19.4/-20.0, min/max reward -59.0/2.0, entropy 0.60341, value loss 4.62763, policy loss -0.12614, distill_loss -27.34461, time 1265.98816 min
Updates 32050, num timesteps 41025280, FPS 539, mean/median reward -18.5/-20.0, min/max reward -20.0/2.0, entropy 0.59125, value loss 5.42969, policy loss -0.16229, distill_loss -26.53448, time 1266.70637 min
Updates 32060, num timesteps 41038080, FPS 539, mean/median reward -18.3/-20.0, min/max reward -20.0/2.0, entropy 0.60133, value loss 5.40782, policy loss -0.13637, distill_loss -27.06654, time 1267.42957 min
Updates 32070, num timesteps 41050880, FPS 539, mean/median reward -18.9/-20.0, min/max reward -40.0/3.0, entropy 0.58402, value loss 1.91051, policy loss 0.13863, distill_loss -30.08256, time 1268.15806 min
Updates 32080, num timesteps 41063680, FPS 539, mean/median reward -19.1/-20.0, min/max reward -40.0/3.0, entropy 0.61622, value loss 4.94230, policy loss -0.12888, distill_loss -26.42468, time 1268.76811 min
Updates 32090, num timesteps 41076480, FPS 539, mean/median reward -18.7/-20.0, min/max reward -20.0/3.0, entropy 0.62279, value loss 2.81490, policy loss 0.05276, distill_loss -28.78235, time 1269.51816 min
Updates 32100, num timesteps 41089280, FPS 539, mean/median reward -18.9/-20.0, min/max reward -38.0/3.0, entropy 0.58131, value loss 3.99460, policy loss 0.05568, distill_loss -28.92411, time 1270.18314 min
Updates 32110, num timesteps 41102080, FPS 538, mean/median reward -18.9/-20.0, min/max reward -20.0/2.0, entropy 0.55025, value loss 2.22237, policy loss 0.03944, distill_loss -28.63943, time 1270.96131 min
Updates 32120, num timesteps 41114880, FPS 538, mean/median reward -18.6/-20.0, min/max reward -20.0/2.0, entropy 0.56005, value loss 3.63533, policy loss -0.09437, distill_loss -27.85702, time 1271.63337 min
Updates 32130, num timesteps 41127680, FPS 538, mean/median reward -19.2/-20.0, min/max reward -20.0/-9.0, entropy 0.58101, value loss 4.32213, policy loss -0.01948, distill_loss -26.51908, time 1272.39496 min
Updates 32140, num timesteps 41140480, FPS 538, mean/median reward -19.4/-20.0, min/max reward -38.0/-8.0, entropy 0.51954, value loss 3.95444, policy loss 0.04050, distill_loss -28.03932, time 1273.15727 min
Updates 32150, num timesteps 41153280, FPS 538, mean/median reward -19.0/-20.0, min/max reward -38.0/-8.0, entropy 0.54542, value loss 1.42441, policy loss -0.00198, distill_loss -27.45449, time 1273.90090 min
Updates 32160, num timesteps 41166080, FPS 538, mean/median reward -19.0/-20.0, min/max reward -38.0/-8.0, entropy 0.55164, value loss 1.82651, policy loss 0.09689, distill_loss -26.92694, time 1274.64084 min
Updates 32170, num timesteps 41178880, FPS 538, mean/median reward -18.9/-20.0, min/max reward -20.0/-8.0, entropy 0.63130, value loss 4.19158, policy loss -0.06563, distill_loss -29.92858, time 1275.33600 min
Updates 32180, num timesteps 41191680, FPS 538, mean/median reward -19.3/-20.0, min/max reward -38.0/-7.0, entropy 0.56131, value loss 4.24654, policy loss -0.03781, distill_loss -28.26210, time 1276.05920 min
Updates 32190, num timesteps 41204480, FPS 537, mean/median reward -19.2/-20.0, min/max reward -38.0/-7.0, entropy 0.50560, value loss 3.22252, policy loss -0.03650, distill_loss -29.11638, time 1276.68981 min
Updates 32200, num timesteps 41217280, FPS 537, mean/median reward -19.2/-20.0, min/max reward -39.0/-7.0, entropy 0.56140, value loss 3.96576, policy loss 0.03961, distill_loss -29.63603, time 1277.40893 min
Updates 32210, num timesteps 41230080, FPS 537, mean/median reward -18.5/-20.0, min/max reward -20.0/-7.0, entropy 0.59838, value loss 4.71225, policy loss 0.13307, distill_loss -27.31589, time 1278.19177 min
Updates 32220, num timesteps 41242880, FPS 537, mean/median reward -18.6/-20.0, min/max reward -20.0/-7.0, entropy 0.63311, value loss 10.07271, policy loss 0.07162, distill_loss -28.35694, time 1278.88501 min
Updates 32230, num timesteps 41255680, FPS 537, mean/median reward -19.0/-20.0, min/max reward -40.0/-8.0, entropy 0.58884, value loss 4.67069, policy loss 0.02225, distill_loss -28.82034, time 1279.58222 min
Updates 32240, num timesteps 41268480, FPS 537, mean/median reward -18.9/-20.0, min/max reward -40.0/-8.0, entropy 0.62318, value loss 3.48991, policy loss -0.09940, distill_loss -28.75136, time 1280.29404 min
Updates 32250, num timesteps 41281280, FPS 537, mean/median reward -19.2/-20.0, min/max reward -40.0/-6.0, entropy 0.69077, value loss 3.61291, policy loss 0.06923, distill_loss -28.64159, time 1281.04749 min
Updates 32260, num timesteps 41294080, FPS 536, mean/median reward -19.1/-20.0, min/max reward -38.0/-6.0, entropy 0.63641, value loss 6.38239, policy loss -0.14092, distill_loss -29.79648, time 1281.73271 min
Updates 32270, num timesteps 41306880, FPS 536, mean/median reward -19.2/-20.0, min/max reward -39.0/2.0, entropy 0.59458, value loss 2.81679, policy loss 0.11417, distill_loss -29.89875, time 1282.47379 min
Updates 32280, num timesteps 41319680, FPS 536, mean/median reward -19.5/-20.0, min/max reward -39.0/1.0, entropy 0.64969, value loss 2.95473, policy loss -0.00752, distill_loss -29.13995, time 1283.22717 min
Updates 32290, num timesteps 41332480, FPS 536, mean/median reward -19.3/-20.0, min/max reward -39.0/1.0, entropy 0.69984, value loss 2.48612, policy loss -0.18962, distill_loss -27.90281, time 1283.99221 min
Updates 32300, num timesteps 41345280, FPS 536, mean/median reward -19.4/-20.0, min/max reward -40.0/1.0, entropy 0.61797, value loss 3.40484, policy loss 0.00040, distill_loss -30.62749, time 1284.71926 min
Updates 32310, num timesteps 41358080, FPS 536, mean/median reward -18.9/-20.0, min/max reward -40.0/1.0, entropy 0.63388, value loss 4.29739, policy loss 0.17808, distill_loss -28.10813, time 1285.57519 min
Updates 32320, num timesteps 41370880, FPS 536, mean/median reward -18.6/-20.0, min/max reward -40.0/1.0, entropy 0.75621, value loss 5.13471, policy loss -0.09515, distill_loss -29.38821, time 1286.27108 min
Updates 32330, num timesteps 41383680, FPS 535, mean/median reward -18.4/-20.0, min/max reward -28.0/1.0, entropy 0.72612, value loss 3.95047, policy loss 0.04314, distill_loss -28.58764, time 1287.01470 min
Updates 32340, num timesteps 41396480, FPS 535, mean/median reward -18.4/-20.0, min/max reward -37.0/1.0, entropy 0.70806, value loss 3.19702, policy loss -0.04630, distill_loss -29.55654, time 1287.67490 min
Updates 32350, num timesteps 41409280, FPS 535, mean/median reward -19.0/-20.0, min/max reward -37.0/2.0, entropy 0.69521, value loss 2.70040, policy loss 0.09440, distill_loss -30.93091, time 1288.37758 min
Updates 32360, num timesteps 41422080, FPS 535, mean/median reward -18.7/-20.0, min/max reward -20.0/4.0, entropy 0.72027, value loss 3.11975, policy loss -0.02836, distill_loss -30.70809, time 1289.04784 min
Updates 32370, num timesteps 41434880, FPS 535, mean/median reward -19.0/-20.0, min/max reward -20.0/-8.0, entropy 0.67625, value loss 4.15470, policy loss 0.00101, distill_loss -29.76379, time 1289.76645 min
Updates 32380, num timesteps 41447680, FPS 535, mean/median reward -19.4/-20.0, min/max reward -40.0/-7.0, entropy 0.70634, value loss 9.34901, policy loss -0.20620, distill_loss -29.21429, time 1290.42351 min
Updates 32390, num timesteps 41460480, FPS 535, mean/median reward -19.3/-20.0, min/max reward -40.0/-7.0, entropy 0.70452, value loss 2.75640, policy loss 0.06111, distill_loss -29.27027, time 1291.16090 min
Updates 32400, num timesteps 41473280, FPS 535, mean/median reward -19.4/-20.0, min/max reward -40.0/-8.0, entropy 0.63830, value loss 3.32800, policy loss 0.05127, distill_loss -29.62970, time 1291.87706 min
Updates 32410, num timesteps 41486080, FPS 534, mean/median reward -19.0/-20.0, min/max reward -20.0/-8.0, entropy 0.66669, value loss 2.36037, policy loss 0.08085, distill_loss -31.35487, time 1292.61301 min
Updates 32420, num timesteps 41498880, FPS 534, mean/median reward -19.2/-20.0, min/max reward -20.0/-8.0, entropy 0.61224, value loss 2.60976, policy loss 0.04678, distill_loss -29.01185, time 1293.33358 min
Updates 32430, num timesteps 41511680, FPS 534, mean/median reward -19.3/-20.0, min/max reward -20.0/-9.0, entropy 0.66148, value loss 2.59297, policy loss 0.08327, distill_loss -29.57053, time 1294.06957 min
Updates 32440, num timesteps 41524480, FPS 534, mean/median reward -19.1/-19.0, min/max reward -37.0/-6.0, entropy 0.65391, value loss 3.10063, policy loss 0.05024, distill_loss -29.40721, time 1294.63913 min
Updates 32450, num timesteps 41537280, FPS 534, mean/median reward -19.3/-20.0, min/max reward -39.0/-6.0, entropy 0.65996, value loss 4.79612, policy loss 0.16795, distill_loss -30.18075, time 1295.35968 min
Updates 32460, num timesteps 41550080, FPS 534, mean/median reward -19.3/-20.0, min/max reward -40.0/-7.0, entropy 0.65580, value loss 3.06781, policy loss -0.09498, distill_loss -28.22680, time 1296.08905 min
Updates 32470, num timesteps 41562880, FPS 534, mean/median reward -19.1/-20.0, min/max reward -40.0/23.0, entropy 0.65991, value loss 3.34810, policy loss 0.06232, distill_loss -30.55538, time 1296.81354 min
Updates 32480, num timesteps 41575680, FPS 534, mean/median reward -19.2/-19.0, min/max reward -39.0/-7.0, entropy 0.63918, value loss 2.47605, policy loss -0.08290, distill_loss -29.08707, time 1297.56767 min
Updates 32490, num timesteps 41588480, FPS 533, mean/median reward -19.0/-19.0, min/max reward -20.0/-8.0, entropy 0.62459, value loss 4.35939, policy loss -0.03291, distill_loss -30.21153, time 1298.24837 min
Updates 32500, num timesteps 41601280, FPS 533, mean/median reward -19.3/-20.0, min/max reward -40.0/4.0, entropy 0.63215, value loss 3.43168, policy loss -0.05927, distill_loss -30.28449, time 1298.95651 min
Updates 32510, num timesteps 41614080, FPS 533, mean/median reward -19.5/-20.0, min/max reward -40.0/4.0, entropy 0.61676, value loss 4.51316, policy loss 0.09040, distill_loss -29.94530, time 1299.79817 min
Updates 32520, num timesteps 41626880, FPS 533, mean/median reward -19.3/-20.0, min/max reward -57.0/4.0, entropy 0.65801, value loss 6.02172, policy loss -0.07248, distill_loss -29.14494, time 1300.55942 min
Updates 32530, num timesteps 41639680, FPS 533, mean/median reward -19.2/-20.0, min/max reward -57.0/2.0, entropy 0.64133, value loss 3.69150, policy loss -0.19915, distill_loss -28.72610, time 1301.33065 min
Updates 32540, num timesteps 41652480, FPS 533, mean/median reward -19.4/-20.0, min/max reward -40.0/2.0, entropy 0.65562, value loss 2.75189, policy loss -0.06748, distill_loss -29.01948, time 1302.08923 min
Updates 32550, num timesteps 41665280, FPS 533, mean/median reward -19.3/-20.0, min/max reward -40.0/-8.0, entropy 0.64525, value loss 11.67666, policy loss -0.17250, distill_loss -29.46583, time 1302.84059 min
Updates 32560, num timesteps 41678080, FPS 532, mean/median reward -18.8/-20.0, min/max reward -40.0/13.0, entropy 0.66885, value loss 3.46998, policy loss 0.00444, distill_loss -29.37156, time 1303.59104 min
Updates 32570, num timesteps 41690880, FPS 532, mean/median reward -18.2/-20.0, min/max reward -39.0/13.0, entropy 0.65191, value loss 2.26159, policy loss 0.24978, distill_loss -28.24546, time 1304.31669 min
Updates 32580, num timesteps 41703680, FPS 532, mean/median reward -19.2/-20.0, min/max reward -40.0/2.0, entropy 0.72805, value loss 2.93763, policy loss 0.00089, distill_loss -30.60672, time 1305.10429 min
Updates 32590, num timesteps 41716480, FPS 532, mean/median reward -19.3/-20.0, min/max reward -40.0/2.0, entropy 0.63714, value loss 5.84151, policy loss -0.35007, distill_loss -31.23425, time 1305.84721 min
Updates 32600, num timesteps 41729280, FPS 532, mean/median reward -19.6/-20.0, min/max reward -40.0/2.0, entropy 0.63074, value loss 4.51597, policy loss -0.07292, distill_loss -28.86090, time 1306.62556 min
Updates 32610, num timesteps 41742080, FPS 532, mean/median reward -19.8/-20.0, min/max reward -40.0/-7.0, entropy 0.71392, value loss 2.46234, policy loss -0.02082, distill_loss -28.92379, time 1307.45269 min
Updates 32620, num timesteps 41754880, FPS 531, mean/median reward -19.0/-20.0, min/max reward -20.0/-5.0, entropy 0.66933, value loss 1.87710, policy loss 0.01754, distill_loss -27.65493, time 1308.20784 min
Updates 32630, num timesteps 41767680, FPS 531, mean/median reward -19.2/-20.0, min/max reward -20.0/-5.0, entropy 0.64248, value loss 2.65327, policy loss 0.02890, distill_loss -27.95876, time 1308.91424 min
Updates 32640, num timesteps 41780480, FPS 531, mean/median reward -19.2/-20.0, min/max reward -40.0/-5.0, entropy 0.58024, value loss 2.59226, policy loss -0.04185, distill_loss -29.26917, time 1309.67560 min
Updates 32650, num timesteps 41793280, FPS 531, mean/median reward -19.1/-20.0, min/max reward -40.0/-7.0, entropy 0.57599, value loss 3.74152, policy loss -0.16324, distill_loss -28.73481, time 1310.44795 min
Updates 32660, num timesteps 41806080, FPS 531, mean/median reward -18.9/-20.0, min/max reward -40.0/-7.0, entropy 0.58419, value loss 3.02299, policy loss 0.02793, distill_loss -26.84225, time 1311.24552 min
Updates 32670, num timesteps 41818880, FPS 531, mean/median reward -18.7/-20.0, min/max reward -20.0/-6.0, entropy 0.55685, value loss 4.41263, policy loss -0.05187, distill_loss -29.76631, time 1312.04206 min
Updates 32680, num timesteps 41831680, FPS 531, mean/median reward -18.8/-20.0, min/max reward -20.0/-6.0, entropy 0.53415, value loss 7.42826, policy loss 0.03560, distill_loss -30.33184, time 1312.84227 min
Updates 32690, num timesteps 41844480, FPS 530, mean/median reward -19.4/-20.0, min/max reward -59.0/-6.0, entropy 0.63222, value loss 17.89909, policy loss -0.08718, distill_loss -30.94698, time 1313.64059 min
Updates 32700, num timesteps 41857280, FPS 530, mean/median reward -19.3/-20.0, min/max reward -59.0/-6.0, entropy 0.68696, value loss 2.91407, policy loss -0.10580, distill_loss -29.41946, time 1314.45665 min
Updates 32710, num timesteps 41870080, FPS 530, mean/median reward -19.6/-20.0, min/max reward -59.0/-7.0, entropy 0.59924, value loss 5.03429, policy loss -0.04471, distill_loss -31.64796, time 1315.32762 min
Updates 32720, num timesteps 41882880, FPS 530, mean/median reward -19.4/-20.0, min/max reward -59.0/2.0, entropy 0.54945, value loss 3.78363, policy loss -0.08491, distill_loss -27.51600, time 1316.12216 min
Updates 32730, num timesteps 41895680, FPS 530, mean/median reward -19.6/-20.0, min/max reward -40.0/-8.0, entropy 0.58571, value loss 3.86779, policy loss 0.03368, distill_loss -31.49243, time 1316.92385 min
Updates 32740, num timesteps 41908480, FPS 530, mean/median reward -19.4/-20.0, min/max reward -40.0/-7.0, entropy 0.60945, value loss 3.91680, policy loss 0.05518, distill_loss -31.28054, time 1317.75222 min
Updates 32750, num timesteps 41921280, FPS 529, mean/median reward -18.7/-20.0, min/max reward -20.0/-7.0, entropy 0.66610, value loss 4.46391, policy loss -0.22570, distill_loss -29.51724, time 1318.55923 min
Updates 32760, num timesteps 41934080, FPS 529, mean/median reward -19.4/-20.0, min/max reward -40.0/-7.0, entropy 0.64141, value loss 2.50868, policy loss 0.14125, distill_loss -31.01398, time 1319.35573 min
Updates 32770, num timesteps 41946880, FPS 529, mean/median reward -19.7/-20.0, min/max reward -40.0/-7.0, entropy 0.66923, value loss 4.92355, policy loss 0.07821, distill_loss -28.53894, time 1320.02736 min
Updates 32780, num timesteps 41959680, FPS 529, mean/median reward -19.5/-20.0, min/max reward -40.0/3.0, entropy 0.66504, value loss 3.62927, policy loss -0.09816, distill_loss -29.64994, time 1320.79115 min
Updates 32790, num timesteps 41972480, FPS 529, mean/median reward -19.3/-20.0, min/max reward -40.0/3.0, entropy 0.67719, value loss 3.27946, policy loss 0.01092, distill_loss -27.37784, time 1321.55523 min
Updates 32800, num timesteps 41985280, FPS 529, mean/median reward -19.0/-20.0, min/max reward -40.0/3.0, entropy 0.59721, value loss 3.26123, policy loss -0.26848, distill_loss -31.30633, time 1322.31725 min
Updates 32810, num timesteps 41998080, FPS 529, mean/median reward -18.7/-20.0, min/max reward -40.0/3.0, entropy 0.64253, value loss 3.16126, policy loss 0.00316, distill_loss -30.22219, time 1323.18753 min
Updates 32820, num timesteps 42010880, FPS 528, mean/median reward -18.8/-20.0, min/max reward -40.0/-8.0, entropy 0.56759, value loss 2.43675, policy loss -0.04145, distill_loss -29.93399, time 1323.94556 min
Updates 32830, num timesteps 42023680, FPS 528, mean/median reward -19.1/-20.0, min/max reward -40.0/-7.0, entropy 0.54078, value loss 3.13581, policy loss 0.16076, distill_loss -31.69368, time 1324.76461 min
Updates 32840, num timesteps 42036480, FPS 528, mean/median reward -19.1/-20.0, min/max reward -40.0/-7.0, entropy 0.54734, value loss 5.40402, policy loss -0.02945, distill_loss -31.77739, time 1325.52466 min
Updates 32850, num timesteps 42049280, FPS 528, mean/median reward -18.9/-20.0, min/max reward -38.0/-7.0, entropy 0.60196, value loss 3.43329, policy loss -0.02699, distill_loss -29.80930, time 1326.32842 min
Updates 32860, num timesteps 42062080, FPS 528, mean/median reward -19.1/-20.0, min/max reward -40.0/-7.0, entropy 0.56458, value loss 4.35033, policy loss -0.04173, distill_loss -30.73904, time 1327.13304 min
Updates 32870, num timesteps 42074880, FPS 528, mean/median reward -18.8/-20.0, min/max reward -40.0/-8.0, entropy 0.59734, value loss 2.65535, policy loss 0.06433, distill_loss -29.84764, time 1327.92487 min
Updates 32880, num timesteps 42087680, FPS 527, mean/median reward -18.5/-20.0, min/max reward -38.0/1.0, entropy 0.58890, value loss 4.46729, policy loss 0.05741, distill_loss -29.43769, time 1328.74254 min
Updates 32890, num timesteps 42100480, FPS 527, mean/median reward -19.2/-20.0, min/max reward -40.0/1.0, entropy 0.57721, value loss 6.74319, policy loss 0.16897, distill_loss -30.55530, time 1329.54315 min
Updates 32900, num timesteps 42113280, FPS 527, mean/median reward -19.4/-20.0, min/max reward -40.0/-7.0, entropy 0.67267, value loss 3.82731, policy loss -0.06918, distill_loss -30.51260, time 1330.30978 min
Updates 32910, num timesteps 42126080, FPS 527, mean/median reward -19.7/-20.0, min/max reward -40.0/-8.0, entropy 0.55011, value loss 3.34470, policy loss 0.14812, distill_loss -30.96493, time 1331.16161 min
Updates 32920, num timesteps 42138880, FPS 527, mean/median reward -19.0/-20.0, min/max reward -39.0/3.0, entropy 0.60224, value loss 3.76304, policy loss 0.03644, distill_loss -29.42168, time 1331.93948 min
Updates 32930, num timesteps 42151680, FPS 527, mean/median reward -19.1/-20.0, min/max reward -40.0/5.0, entropy 0.59966, value loss 6.85764, policy loss -0.00785, distill_loss -30.68976, time 1332.75082 min
Updates 32940, num timesteps 42164480, FPS 526, mean/median reward -18.5/-20.0, min/max reward -20.0/5.0, entropy 0.67523, value loss 3.47191, policy loss 0.17730, distill_loss -29.61572, time 1333.52813 min
Updates 32950, num timesteps 42177280, FPS 526, mean/median reward -18.2/-20.0, min/max reward -20.0/2.0, entropy 0.64722, value loss 4.14800, policy loss -0.02676, distill_loss -30.01556, time 1334.30010 min
Updates 32960, num timesteps 42190080, FPS 526, mean/median reward -18.1/-20.0, min/max reward -29.0/-6.0, entropy 0.60523, value loss 6.11139, policy loss -0.01666, distill_loss -31.71574, time 1335.11504 min
Updates 32970, num timesteps 42202880, FPS 526, mean/median reward -18.2/-20.0, min/max reward -29.0/-6.0, entropy 0.69198, value loss 5.49258, policy loss -0.23365, distill_loss -30.94992, time 1335.91349 min
Updates 32980, num timesteps 42215680, FPS 526, mean/median reward -18.3/-20.0, min/max reward -29.0/-6.0, entropy 0.69868, value loss 1.75662, policy loss 0.04756, distill_loss -30.10884, time 1336.67476 min
Updates 32990, num timesteps 42228480, FPS 526, mean/median reward -18.9/-20.0, min/max reward -39.0/-7.0, entropy 0.67956, value loss 2.95986, policy loss 0.03089, distill_loss -32.05450, time 1337.47871 min
Updates 33000, num timesteps 42241280, FPS 526, mean/median reward -19.3/-20.0, min/max reward -39.0/-8.0, entropy 0.67784, value loss 4.80621, policy loss -0.26738, distill_loss -31.14848, time 1338.27218 min
Updates 33010, num timesteps 42254080, FPS 525, mean/median reward -19.2/-20.0, min/max reward -37.0/-8.0, entropy 0.67709, value loss 2.07823, policy loss 0.02956, distill_loss -31.26800, time 1339.14303 min
Updates 33020, num timesteps 42266880, FPS 525, mean/median reward -19.5/-20.0, min/max reward -40.0/-8.0, entropy 0.70136, value loss 2.71424, policy loss -0.04043, distill_loss -32.23283, time 1339.96364 min
Updates 33030, num timesteps 42279680, FPS 525, mean/median reward -19.2/-20.0, min/max reward -40.0/-7.0, entropy 0.68139, value loss 2.96735, policy loss 0.11330, distill_loss -31.22854, time 1340.75072 min
Updates 33040, num timesteps 42292480, FPS 525, mean/median reward -19.0/-20.0, min/max reward -40.0/14.0, entropy 0.69270, value loss 2.26933, policy loss 0.17503, distill_loss -31.11003, time 1341.54855 min
Updates 33050, num timesteps 42305280, FPS 525, mean/median reward -18.6/-20.0, min/max reward -20.0/14.0, entropy 0.64194, value loss 4.75851, policy loss -0.31651, distill_loss -29.54489, time 1342.32127 min
Updates 33060, num timesteps 42318080, FPS 525, mean/median reward -19.0/-20.0, min/max reward -40.0/14.0, entropy 0.61753, value loss 3.66965, policy loss -0.01739, distill_loss -29.69596, time 1343.13976 min
Updates 33070, num timesteps 42330880, FPS 524, mean/median reward -19.1/-20.0, min/max reward -40.0/-7.0, entropy 0.61771, value loss 2.77767, policy loss -0.13750, distill_loss -31.87119, time 1343.92404 min
Updates 33080, num timesteps 42343680, FPS 524, mean/median reward -18.9/-20.0, min/max reward -40.0/2.0, entropy 0.70911, value loss 5.38459, policy loss -0.02004, distill_loss -32.13670, time 1344.69249 min
Updates 33090, num timesteps 42356480, FPS 524, mean/median reward -18.9/-20.0, min/max reward -40.0/2.0, entropy 0.65560, value loss 3.31877, policy loss -0.09815, distill_loss -29.80499, time 1345.49749 min
Updates 33100, num timesteps 42369280, FPS 524, mean/median reward -18.8/-20.0, min/max reward -39.0/2.0, entropy 0.66377, value loss 1.96657, policy loss 0.10263, distill_loss -31.58339, time 1346.31670 min
Updates 33110, num timesteps 42382080, FPS 524, mean/median reward -18.6/-20.0, min/max reward -39.0/2.0, entropy 0.67617, value loss 2.66771, policy loss -0.04077, distill_loss -30.88623, time 1347.21297 min
Updates 33120, num timesteps 42394880, FPS 524, mean/median reward -18.9/-20.0, min/max reward -39.0/2.0, entropy 0.62344, value loss 3.93067, policy loss -0.12163, distill_loss -31.52207, time 1347.99643 min
Updates 33130, num timesteps 42407680, FPS 524, mean/median reward -19.1/-20.0, min/max reward -40.0/-7.0, entropy 0.65660, value loss 2.44852, policy loss 0.05223, distill_loss -31.62161, time 1348.77845 min
Updates 33140, num timesteps 42420480, FPS 523, mean/median reward -19.2/-20.0, min/max reward -40.0/1.0, entropy 0.69549, value loss 5.76447, policy loss -0.16742, distill_loss -33.09578, time 1349.57784 min
Updates 33150, num timesteps 42433280, FPS 523, mean/median reward -19.2/-20.0, min/max reward -40.0/1.0, entropy 0.68741, value loss 2.22199, policy loss -0.07092, distill_loss -29.85340, time 1350.35327 min
Updates 33160, num timesteps 42446080, FPS 523, mean/median reward -18.9/-20.0, min/max reward -39.0/23.0, entropy 0.67356, value loss 4.47635, policy loss -0.00816, distill_loss -31.22768, time 1351.12563 min
Updates 33170, num timesteps 42458880, FPS 523, mean/median reward -18.7/-20.0, min/max reward -39.0/23.0, entropy 0.60044, value loss 5.62918, policy loss 0.00970, distill_loss -31.76191, time 1351.92214 min
Updates 33180, num timesteps 42471680, FPS 523, mean/median reward -18.7/-20.0, min/max reward -39.0/23.0, entropy 0.65963, value loss 3.30904, policy loss 0.10516, distill_loss -30.08553, time 1352.67762 min
Updates 33190, num timesteps 42484480, FPS 523, mean/median reward -19.3/-20.0, min/max reward -40.0/-7.0, entropy 0.60450, value loss 4.44790, policy loss -0.08432, distill_loss -32.08876, time 1353.44696 min
Updates 33200, num timesteps 42497280, FPS 523, mean/median reward -19.0/-20.0, min/max reward -40.0/4.0, entropy 0.59472, value loss 4.88709, policy loss -0.09232, distill_loss -31.27580, time 1354.07800 min
Updates 33210, num timesteps 42510080, FPS 522, mean/median reward -19.0/-20.0, min/max reward -37.0/4.0, entropy 0.67129, value loss 2.40991, policy loss 0.01970, distill_loss -30.45150, time 1354.91368 min
Updates 33220, num timesteps 42522880, FPS 522, mean/median reward -19.1/-20.0, min/max reward -29.0/-5.0, entropy 0.64135, value loss 2.89074, policy loss 0.00800, distill_loss -31.78427, time 1355.65104 min
Updates 33230, num timesteps 42535680, FPS 522, mean/median reward -19.2/-20.0, min/max reward -29.0/-7.0, entropy 0.63366, value loss 3.96655, policy loss 0.02120, distill_loss -29.91408, time 1356.47231 min
Updates 33240, num timesteps 42548480, FPS 522, mean/median reward -19.2/-20.0, min/max reward -40.0/-7.0, entropy 0.65297, value loss 6.56010, policy loss -0.25550, distill_loss -33.23409, time 1357.30563 min
Updates 33250, num timesteps 42561280, FPS 522, mean/median reward -19.3/-20.0, min/max reward -39.0/2.0, entropy 0.61793, value loss 6.08606, policy loss 0.04751, distill_loss -33.08437, time 1358.06005 min
Updates 33260, num timesteps 42574080, FPS 522, mean/median reward -18.8/-20.0, min/max reward -29.0/2.0, entropy 0.60212, value loss 2.19666, policy loss 0.03754, distill_loss -30.60629, time 1358.91719 min
Updates 33270, num timesteps 42586880, FPS 522, mean/median reward -19.5/-20.0, min/max reward -40.0/-7.0, entropy 0.59849, value loss 7.79483, policy loss -0.31609, distill_loss -31.99216, time 1359.72691 min
Updates 33280, num timesteps 42599680, FPS 521, mean/median reward -19.4/-20.0, min/max reward -79.0/3.0, entropy 0.62322, value loss 3.45775, policy loss 0.23016, distill_loss -31.35571, time 1360.57324 min
Updates 33290, num timesteps 42612480, FPS 521, mean/median reward -19.6/-20.0, min/max reward -79.0/4.0, entropy 0.60385, value loss 3.70441, policy loss -0.00903, distill_loss -33.44177, time 1361.39666 min
Updates 33300, num timesteps 42625280, FPS 521, mean/median reward -19.3/-20.0, min/max reward -79.0/3.0, entropy 0.61909, value loss 2.20975, policy loss 0.08398, distill_loss -30.97805, time 1362.21779 min
Updates 33310, num timesteps 42638080, FPS 521, mean/median reward -19.4/-20.0, min/max reward -40.0/3.0, entropy 0.58389, value loss 2.71976, policy loss 0.12444, distill_loss -31.65414, time 1363.09957 min
Updates 33320, num timesteps 42650880, FPS 521, mean/median reward -19.2/-20.0, min/max reward -40.0/23.0, entropy 0.56065, value loss 3.86996, policy loss -0.13065, distill_loss -32.38428, time 1363.89235 min
Updates 33330, num timesteps 42663680, FPS 521, mean/median reward -18.9/-20.0, min/max reward -40.0/23.0, entropy 0.57018, value loss 4.17984, policy loss 0.03971, distill_loss -31.96361, time 1364.67825 min
