command line args: main.py --algo i2a --env HuntMiniPacmanNoFrameskip-v0 --num-processes 128 --port 5555 --log-dir /tmp/gym/Hunt_AfterBugfix --num-steps 10 --entropy-coef 0.02 --distill-coef 0.3 --num-stack 1 --use-class-labels
Updates 0, num timesteps 1280, FPS 367, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 0.00001, policy loss 0.00394, distill_loss -0.00075, time 0.05810 min
Updates 10690, num timesteps 13684480, FPS 571, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.55389, value loss 1.62908, policy loss 0.02675, distill_loss 13.73508, time 399.38936 min
Updates 10700, num timesteps 13697280, FPS 571, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.59795, value loss 1.88537, policy loss 0.04055, distill_loss 13.72708, time 399.70469 min
Updates 10710, num timesteps 13710080, FPS 571, mean/median reward -19.7/-20.0, min/max reward -20.0/-9.0, entropy 0.55534, value loss 4.35914, policy loss 0.04388, distill_loss 13.98033, time 400.02694 min
Updates 10720, num timesteps 13722880, FPS 571, mean/median reward -19.6/-20.0, min/max reward -39.0/-8.0, entropy 0.58268, value loss 5.54820, policy loss -0.13621, distill_loss 13.75989, time 400.31860 min
Updates 10730, num timesteps 13735680, FPS 571, mean/median reward -19.6/-20.0, min/max reward -20.0/-8.0, entropy 0.60317, value loss 2.11858, policy loss 0.01416, distill_loss 13.29376, time 400.61577 min
Updates 10740, num timesteps 13748480, FPS 571, mean/median reward -19.9/-20.0, min/max reward -40.0/-8.0, entropy 0.55515, value loss 2.29202, policy loss 0.02377, distill_loss 13.91920, time 400.90659 min
Updates 10750, num timesteps 13761280, FPS 571, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.59327, value loss 2.37119, policy loss -0.04263, distill_loss 14.94362, time 401.19985 min
Updates 10760, num timesteps 13774080, FPS 571, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.61697, value loss 3.13578, policy loss 0.07886, distill_loss 13.72804, time 401.49859 min
Updates 10770, num timesteps 13786880, FPS 571, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.59094, value loss 2.71294, policy loss -0.14596, distill_loss 12.61481, time 401.79204 min
Updates 10780, num timesteps 13799680, FPS 572, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.57845, value loss 1.70689, policy loss -0.03918, distill_loss 13.42179, time 402.08312 min
Updates 10790, num timesteps 13812480, FPS 572, mean/median reward -20.1/-20.0, min/max reward -40.0/-8.0, entropy 0.61960, value loss 3.39884, policy loss -0.04802, distill_loss 14.19309, time 402.38366 min
Updates 10800, num timesteps 13825280, FPS 572, mean/median reward -19.9/-20.0, min/max reward -40.0/-8.0, entropy 0.56747, value loss 3.13004, policy loss -0.03021, distill_loss 12.29843, time 402.69961 min
Updates 10810, num timesteps 13838080, FPS 572, mean/median reward -20.0/-20.0, min/max reward -40.0/-18.0, entropy 0.58468, value loss 2.34484, policy loss 0.07868, distill_loss 13.84718, time 403.02502 min
Updates 10820, num timesteps 13850880, FPS 572, mean/median reward -19.9/-20.0, min/max reward -40.0/-9.0, entropy 0.51196, value loss 2.33451, policy loss 0.09905, distill_loss 14.37094, time 403.32330 min
Updates 10830, num timesteps 13863680, FPS 572, mean/median reward -20.0/-20.0, min/max reward -40.0/-9.0, entropy 0.53116, value loss 2.26558, policy loss 0.06005, distill_loss 13.27636, time 403.61760 min
Updates 10840, num timesteps 13876480, FPS 572, mean/median reward -19.8/-20.0, min/max reward -40.0/-8.0, entropy 0.62393, value loss 2.53034, policy loss 0.00838, distill_loss 13.33622, time 403.91083 min
Updates 10850, num timesteps 13889280, FPS 572, mean/median reward -19.8/-20.0, min/max reward -20.0/-8.0, entropy 0.56773, value loss 2.13220, policy loss -0.05797, distill_loss 11.98524, time 404.20965 min
Updates 10860, num timesteps 13902080, FPS 572, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.59196, value loss 2.24464, policy loss -0.02502, distill_loss 11.50855, time 404.50110 min
Updates 10870, num timesteps 13914880, FPS 572, mean/median reward -19.9/-20.0, min/max reward -40.0/-9.0, entropy 0.53402, value loss 1.88694, policy loss -0.09059, distill_loss 13.07242, time 404.79676 min
Updates 10880, num timesteps 13927680, FPS 573, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.54456, value loss 2.43862, policy loss 0.04728, distill_loss 12.77121, time 405.09326 min
Updates 10890, num timesteps 13940480, FPS 573, mean/median reward -19.8/-20.0, min/max reward -20.0/-18.0, entropy 0.59008, value loss 2.38834, policy loss 0.10925, distill_loss 14.13372, time 405.38687 min
Updates 10900, num timesteps 13953280, FPS 573, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.56375, value loss 2.26785, policy loss -0.00701, distill_loss 13.02900, time 405.68402 min
Updates 10910, num timesteps 13966080, FPS 573, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.58792, value loss 2.21225, policy loss 0.08183, distill_loss 12.86303, time 406.00827 min
Updates 10920, num timesteps 13978880, FPS 573, mean/median reward -20.0/-20.0, min/max reward -40.0/-17.0, entropy 0.54916, value loss 5.78877, policy loss -0.14286, distill_loss 12.52712, time 406.29906 min
Updates 10930, num timesteps 13991680, FPS 573, mean/median reward -19.6/-20.0, min/max reward -20.0/2.0, entropy 0.57831, value loss 3.46009, policy loss -0.06939, distill_loss 12.91842, time 406.59395 min
Updates 10940, num timesteps 14004480, FPS 573, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.58654, value loss 2.50259, policy loss -0.11317, distill_loss 13.12196, time 406.88825 min
Updates 10950, num timesteps 14017280, FPS 573, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.55718, value loss 1.56799, policy loss -0.04961, distill_loss 12.98701, time 407.18721 min
Updates 10960, num timesteps 14030080, FPS 573, mean/median reward -19.8/-20.0, min/max reward -20.0/-8.0, entropy 0.55153, value loss 1.74266, policy loss -0.10845, distill_loss 13.27967, time 407.48316 min
Updates 10970, num timesteps 14042880, FPS 573, mean/median reward -19.8/-20.0, min/max reward -20.0/-8.0, entropy 0.55372, value loss 3.60176, policy loss 0.12819, distill_loss 12.50630, time 407.77644 min
Updates 10980, num timesteps 14055680, FPS 574, mean/median reward -19.7/-20.0, min/max reward -20.0/-8.0, entropy 0.59707, value loss 2.58658, policy loss 0.06759, distill_loss 13.45921, time 408.07513 min
Updates 10990, num timesteps 14068480, FPS 574, mean/median reward -20.0/-20.0, min/max reward -40.0/-9.0, entropy 0.58244, value loss 2.35916, policy loss -0.07115, distill_loss 13.79424, time 408.37151 min
Updates 11000, num timesteps 14081280, FPS 574, mean/median reward -19.7/-20.0, min/max reward -39.0/-7.0, entropy 0.59140, value loss 2.41211, policy loss -0.05225, distill_loss 13.12443, time 408.67450 min
Updates 11010, num timesteps 14094080, FPS 574, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.54989, value loss 3.03369, policy loss 0.04644, distill_loss 14.22810, time 408.99318 min
Updates 11020, num timesteps 14106880, FPS 574, mean/median reward -20.0/-20.0, min/max reward -40.0/-18.0, entropy 0.56146, value loss 2.08757, policy loss -0.03884, distill_loss 15.31831, time 409.29020 min
Updates 11030, num timesteps 14119680, FPS 574, mean/median reward -20.1/-20.0, min/max reward -40.0/-17.0, entropy 0.60355, value loss 2.86572, policy loss -0.00350, distill_loss 14.07690, time 409.58361 min
Updates 11040, num timesteps 14132480, FPS 574, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.57813, value loss 3.61738, policy loss 0.07691, distill_loss 15.35591, time 409.87549 min
Updates 11050, num timesteps 14145280, FPS 574, mean/median reward -20.2/-20.0, min/max reward -40.0/-9.0, entropy 0.55389, value loss 2.63257, policy loss -0.06056, distill_loss 12.71766, time 410.17814 min
Updates 11060, num timesteps 14158080, FPS 574, mean/median reward -20.1/-20.0, min/max reward -40.0/-8.0, entropy 0.55609, value loss 3.47502, policy loss 0.00916, distill_loss 13.18701, time 410.46996 min
Updates 11070, num timesteps 14170880, FPS 574, mean/median reward -19.9/-20.0, min/max reward -39.0/-9.0, entropy 0.58830, value loss 3.19624, policy loss 0.00120, distill_loss 13.05027, time 410.76577 min
Updates 11080, num timesteps 14183680, FPS 575, mean/median reward -19.8/-20.0, min/max reward -20.0/-7.0, entropy 0.58514, value loss 1.96708, policy loss 0.03887, distill_loss 14.60001, time 411.06332 min
Updates 11090, num timesteps 14196480, FPS 575, mean/median reward -19.8/-20.0, min/max reward -20.0/-8.0, entropy 0.59408, value loss 2.38476, policy loss -0.15093, distill_loss 12.15285, time 411.35225 min
Updates 11100, num timesteps 14209280, FPS 575, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.52203, value loss 3.61348, policy loss -0.08553, distill_loss 14.08994, time 411.66408 min
Updates 11110, num timesteps 14222080, FPS 575, mean/median reward -20.0/-20.0, min/max reward -40.0/-9.0, entropy 0.50699, value loss 1.90925, policy loss 0.10662, distill_loss 12.70114, time 411.99074 min
Updates 11120, num timesteps 14234880, FPS 575, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.55887, value loss 3.14762, policy loss 0.02942, distill_loss 12.67712, time 412.28320 min
Updates 11130, num timesteps 14247680, FPS 575, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.64885, value loss 2.06998, policy loss 0.01827, distill_loss 12.57439, time 412.57450 min
Updates 11140, num timesteps 14260480, FPS 575, mean/median reward -19.8/-20.0, min/max reward -20.0/-18.0, entropy 0.64900, value loss 3.40993, policy loss -0.07654, distill_loss 13.10297, time 412.87575 min
Updates 11150, num timesteps 14273280, FPS 575, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.63510, value loss 1.75971, policy loss -0.16458, distill_loss 12.73703, time 413.16940 min
Updates 11160, num timesteps 14286080, FPS 575, mean/median reward -19.8/-20.0, min/max reward -20.0/-18.0, entropy 0.62738, value loss 2.69871, policy loss -0.04361, distill_loss 12.75397, time 413.46164 min
Updates 11170, num timesteps 14298880, FPS 575, mean/median reward -19.8/-20.0, min/max reward -20.0/-7.0, entropy 0.57233, value loss 2.64109, policy loss -0.11266, distill_loss 13.46989, time 413.75841 min
Updates 11180, num timesteps 14311680, FPS 576, mean/median reward -19.7/-20.0, min/max reward -20.0/-9.0, entropy 0.59666, value loss 2.19867, policy loss 0.13911, distill_loss 13.02717, time 414.05240 min
Updates 11190, num timesteps 14324480, FPS 576, mean/median reward -19.9/-20.0, min/max reward -37.0/-9.0, entropy 0.57659, value loss 3.63893, policy loss -0.11454, distill_loss 12.80210, time 414.34634 min
Updates 11200, num timesteps 14337280, FPS 576, mean/median reward -20.0/-20.0, min/max reward -38.0/-9.0, entropy 0.55877, value loss 2.19982, policy loss -0.10446, distill_loss 13.02160, time 414.66601 min
Updates 11210, num timesteps 14350080, FPS 576, mean/median reward -20.1/-20.0, min/max reward -39.0/-19.0, entropy 0.63216, value loss 5.04665, policy loss -0.14134, distill_loss 12.17501, time 414.99597 min
Updates 11220, num timesteps 14362880, FPS 576, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.62802, value loss 3.66487, policy loss 0.14145, distill_loss 11.94468, time 415.28577 min
Updates 11230, num timesteps 14375680, FPS 576, mean/median reward -19.7/-20.0, min/max reward -20.0/-9.0, entropy 0.57572, value loss 1.76136, policy loss -0.07296, distill_loss 10.83493, time 415.58289 min
Updates 11240, num timesteps 14388480, FPS 576, mean/median reward -20.0/-20.0, min/max reward -39.0/-9.0, entropy 0.58148, value loss 3.01752, policy loss -0.02650, distill_loss 13.38188, time 415.87415 min
Updates 11250, num timesteps 14401280, FPS 576, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.59477, value loss 2.55311, policy loss -0.11821, distill_loss 12.67514, time 416.16731 min
Updates 11260, num timesteps 14414080, FPS 576, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.56888, value loss 4.77957, policy loss -0.04165, distill_loss 12.18640, time 416.46210 min
Updates 11270, num timesteps 14426880, FPS 576, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.62437, value loss 2.61000, policy loss 0.05006, distill_loss 13.54877, time 416.75418 min
Updates 11280, num timesteps 14439680, FPS 577, mean/median reward -20.1/-20.0, min/max reward -39.0/-9.0, entropy 0.62382, value loss 3.27928, policy loss 0.07377, distill_loss 12.93915, time 417.04826 min
Updates 11290, num timesteps 14452480, FPS 577, mean/median reward -19.7/-20.0, min/max reward -20.0/-8.0, entropy 0.59156, value loss 2.04035, policy loss -0.08520, distill_loss 13.58785, time 417.34242 min
Updates 11300, num timesteps 14465280, FPS 577, mean/median reward -20.1/-20.0, min/max reward -38.0/-19.0, entropy 0.63284, value loss 4.23593, policy loss -0.19858, distill_loss 13.35974, time 417.65115 min
Updates 11310, num timesteps 14478080, FPS 577, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.64744, value loss 2.47056, policy loss -0.02959, distill_loss 12.35717, time 417.97563 min
Updates 11320, num timesteps 14490880, FPS 577, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.63537, value loss 2.20335, policy loss 0.05760, distill_loss 12.68912, time 418.27609 min
Updates 11330, num timesteps 14503680, FPS 577, mean/median reward -19.8/-20.0, min/max reward -20.0/-18.0, entropy 0.58500, value loss 2.74453, policy loss 0.02161, distill_loss 13.34460, time 418.56525 min
Updates 11340, num timesteps 14516480, FPS 577, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.60313, value loss 1.84682, policy loss -0.13415, distill_loss 12.35779, time 418.86221 min
Updates 11350, num timesteps 14529280, FPS 577, mean/median reward -20.0/-20.0, min/max reward -40.0/-9.0, entropy 0.60274, value loss 2.10367, policy loss 0.00717, distill_loss 12.57245, time 419.15472 min
Updates 11360, num timesteps 14542080, FPS 577, mean/median reward -19.8/-20.0, min/max reward -20.0/-8.0, entropy 0.59727, value loss 2.40218, policy loss -0.13363, distill_loss 12.48891, time 419.44495 min
Updates 11370, num timesteps 14554880, FPS 577, mean/median reward -20.1/-20.0, min/max reward -39.0/-8.0, entropy 0.62522, value loss 5.57047, policy loss -0.01245, distill_loss 13.59959, time 419.74727 min
Updates 11380, num timesteps 14567680, FPS 578, mean/median reward -20.1/-20.0, min/max reward -40.0/-18.0, entropy 0.61864, value loss 2.90963, policy loss -0.17652, distill_loss 13.63001, time 420.03671 min
Updates 11390, num timesteps 14580480, FPS 578, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.57824, value loss 2.65956, policy loss -0.10809, distill_loss 15.74775, time 420.33078 min
Updates 11400, num timesteps 14593280, FPS 578, mean/median reward -20.0/-20.0, min/max reward -39.0/-9.0, entropy 0.60491, value loss 2.66424, policy loss 0.10643, distill_loss 14.24396, time 420.63986 min
Updates 11410, num timesteps 14606080, FPS 578, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.57267, value loss 2.40356, policy loss -0.00100, distill_loss 15.20721, time 420.96403 min
Updates 11420, num timesteps 14618880, FPS 578, mean/median reward -20.1/-20.0, min/max reward -39.0/-18.0, entropy 0.60982, value loss 2.11336, policy loss 0.08046, distill_loss 14.62022, time 421.25493 min
Updates 11430, num timesteps 14631680, FPS 578, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.62544, value loss 2.80444, policy loss -0.06442, distill_loss 13.40733, time 421.55308 min
Updates 11440, num timesteps 14644480, FPS 578, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.60932, value loss 3.44694, policy loss -0.06047, distill_loss 13.25639, time 421.85143 min
Updates 11450, num timesteps 14657280, FPS 578, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.60224, value loss 2.54924, policy loss 0.24876, distill_loss 14.66231, time 422.14441 min
Updates 11460, num timesteps 14670080, FPS 578, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.65412, value loss 2.45373, policy loss 0.05718, distill_loss 13.07479, time 422.43992 min
Updates 11470, num timesteps 14682880, FPS 578, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.62121, value loss 2.33971, policy loss 0.03245, distill_loss 12.65111, time 422.73256 min
Updates 11480, num timesteps 14695680, FPS 578, mean/median reward -19.7/-20.0, min/max reward -20.0/-9.0, entropy 0.55958, value loss 2.30428, policy loss 0.00169, distill_loss 14.74755, time 423.02798 min
Updates 11490, num timesteps 14708480, FPS 579, mean/median reward -19.8/-20.0, min/max reward -40.0/-9.0, entropy 0.56676, value loss 4.07825, policy loss -0.14120, distill_loss 14.69849, time 423.32120 min
Updates 11500, num timesteps 14721280, FPS 579, mean/median reward -20.2/-20.0, min/max reward -40.0/-19.0, entropy 0.60155, value loss 3.11293, policy loss -0.03294, distill_loss 14.42570, time 423.62209 min
Updates 11510, num timesteps 14734080, FPS 579, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.57295, value loss 3.78726, policy loss -0.10610, distill_loss 14.44954, time 423.95157 min
Updates 11520, num timesteps 14746880, FPS 579, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.53671, value loss 3.26621, policy loss 0.02263, distill_loss 14.12245, time 424.24785 min
Updates 11530, num timesteps 14759680, FPS 579, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.57053, value loss 1.91045, policy loss -0.06695, distill_loss 14.79542, time 424.53820 min
Updates 11540, num timesteps 14772480, FPS 579, mean/median reward -20.0/-20.0, min/max reward -39.0/-17.0, entropy 0.57891, value loss 3.76359, policy loss 0.03887, distill_loss 15.90267, time 424.83815 min
Updates 11550, num timesteps 14785280, FPS 579, mean/median reward -20.3/-20.0, min/max reward -40.0/-17.0, entropy 0.52590, value loss 3.98390, policy loss -0.10335, distill_loss 15.16670, time 425.13110 min
Updates 11560, num timesteps 14798080, FPS 579, mean/median reward -20.0/-20.0, min/max reward -38.0/-17.0, entropy 0.55690, value loss 3.64342, policy loss -0.01936, distill_loss 15.49520, time 425.42788 min
Updates 11570, num timesteps 14810880, FPS 579, mean/median reward -19.7/-20.0, min/max reward -20.0/-8.0, entropy 0.59308, value loss 1.56602, policy loss 0.04674, distill_loss 15.35875, time 425.71910 min
Updates 11580, num timesteps 14823680, FPS 579, mean/median reward -20.0/-20.0, min/max reward -38.0/-18.0, entropy 0.59981, value loss 3.25498, policy loss -0.08248, distill_loss 14.60364, time 426.01191 min
Updates 11590, num timesteps 14836480, FPS 580, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.57492, value loss 3.08044, policy loss 0.00347, distill_loss 15.30890, time 426.30335 min
Updates 11600, num timesteps 14849280, FPS 580, mean/median reward -19.6/-20.0, min/max reward -20.0/-9.0, entropy 0.62413, value loss 2.56922, policy loss 0.05613, distill_loss 14.29287, time 426.60528 min
Updates 11610, num timesteps 14862080, FPS 580, mean/median reward -19.8/-20.0, min/max reward -20.0/-17.0, entropy 0.59165, value loss 2.44320, policy loss -0.12684, distill_loss 13.70458, time 426.92631 min
Updates 11620, num timesteps 14874880, FPS 580, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.60841, value loss 3.17607, policy loss -0.22131, distill_loss 14.20264, time 427.21797 min
Updates 11630, num timesteps 14887680, FPS 580, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.60399, value loss 2.77941, policy loss -0.06556, distill_loss 14.15993, time 427.51374 min
Updates 11640, num timesteps 14900480, FPS 580, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.55404, value loss 2.72045, policy loss -0.02868, distill_loss 13.50922, time 427.80934 min
Updates 11650, num timesteps 14913280, FPS 580, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.49216, value loss 2.57139, policy loss -0.05884, distill_loss 13.54209, time 428.10131 min
Updates 11660, num timesteps 14926080, FPS 580, mean/median reward -20.0/-20.0, min/max reward -40.0/-18.0, entropy 0.49575, value loss 3.10311, policy loss -0.03366, distill_loss 13.06776, time 428.39662 min
Updates 11670, num timesteps 14938880, FPS 580, mean/median reward -20.0/-20.0, min/max reward -40.0/-9.0, entropy 0.53294, value loss 2.23199, policy loss 0.06958, distill_loss 14.31052, time 428.68801 min
Updates 11680, num timesteps 14951680, FPS 580, mean/median reward -19.7/-20.0, min/max reward -20.0/-9.0, entropy 0.58823, value loss 3.34919, policy loss -0.02562, distill_loss 13.31212, time 428.98691 min
Updates 11690, num timesteps 14964480, FPS 580, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.62367, value loss 2.21102, policy loss -0.00876, distill_loss 13.64993, time 429.27562 min
Updates 11700, num timesteps 14977280, FPS 581, mean/median reward -20.1/-20.0, min/max reward -39.0/-18.0, entropy 0.61157, value loss 2.25085, policy loss -0.14908, distill_loss 14.35286, time 429.59404 min
Updates 11710, num timesteps 14990080, FPS 581, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.59729, value loss 3.33148, policy loss -0.06599, distill_loss 15.06624, time 429.92535 min
Updates 11720, num timesteps 15002880, FPS 581, mean/median reward -20.0/-20.0, min/max reward -38.0/-9.0, entropy 0.55115, value loss 3.34893, policy loss -0.01909, distill_loss 13.34995, time 430.22478 min
Updates 11730, num timesteps 15015680, FPS 581, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.56665, value loss 2.63765, policy loss 0.14747, distill_loss 14.86206, time 430.52426 min
Updates 11740, num timesteps 15028480, FPS 581, mean/median reward -20.0/-20.0, min/max reward -37.0/-18.0, entropy 0.53583, value loss 2.25986, policy loss 0.05263, distill_loss 13.65904, time 430.81984 min
Updates 11750, num timesteps 15041280, FPS 581, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.56573, value loss 1.74611, policy loss 0.10483, distill_loss 13.03808, time 431.11870 min
Updates 11760, num timesteps 15054080, FPS 581, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.59166, value loss 3.21910, policy loss 0.14045, distill_loss 15.40248, time 431.41535 min
Updates 11770, num timesteps 15066880, FPS 581, mean/median reward -19.7/-20.0, min/max reward -20.0/-8.0, entropy 0.64477, value loss 2.58717, policy loss 0.02436, distill_loss 12.64342, time 431.70876 min
Updates 11780, num timesteps 15079680, FPS 581, mean/median reward -20.4/-20.0, min/max reward -40.0/-19.0, entropy 0.64647, value loss 2.20972, policy loss -0.09813, distill_loss 13.07704, time 431.99917 min
Updates 11790, num timesteps 15092480, FPS 581, mean/median reward -20.6/-20.0, min/max reward -40.0/-19.0, entropy 0.66207, value loss 2.19889, policy loss -0.05715, distill_loss 13.32937, time 432.29666 min
Updates 11800, num timesteps 15105280, FPS 581, mean/median reward -20.0/-20.0, min/max reward -40.0/-18.0, entropy 0.57464, value loss 1.60518, policy loss 0.13107, distill_loss 14.53111, time 432.62052 min
Updates 11810, num timesteps 15118080, FPS 581, mean/median reward -20.1/-20.0, min/max reward -40.0/-18.0, entropy 0.64073, value loss 3.45381, policy loss -0.08635, distill_loss 13.02602, time 432.94707 min
Updates 11820, num timesteps 15130880, FPS 582, mean/median reward -19.9/-20.0, min/max reward -20.0/-17.0, entropy 0.61716, value loss 2.63818, policy loss -0.02033, distill_loss 13.11831, time 433.25185 min
Updates 11830, num timesteps 15143680, FPS 582, mean/median reward -19.7/-20.0, min/max reward -20.0/-8.0, entropy 0.60734, value loss 3.95292, policy loss -0.00068, distill_loss 14.26458, time 433.54200 min
Updates 11840, num timesteps 15156480, FPS 582, mean/median reward -19.7/-20.0, min/max reward -20.0/-8.0, entropy 0.62363, value loss 2.45150, policy loss 0.04466, distill_loss 12.75836, time 433.83502 min
Updates 11850, num timesteps 15169280, FPS 582, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.62001, value loss 2.56838, policy loss -0.03986, distill_loss 14.14708, time 434.13273 min
Updates 11860, num timesteps 15182080, FPS 582, mean/median reward -19.8/-20.0, min/max reward -20.0/-19.0, entropy 0.57141, value loss 2.15725, policy loss 0.02505, distill_loss 12.99909, time 434.42415 min
Updates 11870, num timesteps 15194880, FPS 582, mean/median reward -19.8/-20.0, min/max reward -20.0/-19.0, entropy 0.56277, value loss 2.53070, policy loss -0.05381, distill_loss 13.36597, time 434.72025 min
Updates 11880, num timesteps 15207680, FPS 582, mean/median reward -20.0/-20.0, min/max reward -40.0/-9.0, entropy 0.57378, value loss 3.90545, policy loss -0.12578, distill_loss 12.42424, time 435.01439 min
Updates 11890, num timesteps 15220480, FPS 582, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.57078, value loss 2.75861, policy loss -0.07423, distill_loss 13.06679, time 435.30800 min
Updates 11900, num timesteps 15233280, FPS 582, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.57346, value loss 3.14070, policy loss 0.15587, distill_loss 13.87892, time 435.61290 min
Updates 11910, num timesteps 15246080, FPS 582, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.55727, value loss 2.64889, policy loss -0.15931, distill_loss 13.60536, time 435.93586 min
Updates 11920, num timesteps 15258880, FPS 582, mean/median reward -20.0/-20.0, min/max reward -40.0/-18.0, entropy 0.56543, value loss 4.69462, policy loss -0.08912, distill_loss 11.93967, time 436.24046 min
Updates 11930, num timesteps 15271680, FPS 583, mean/median reward -20.0/-20.0, min/max reward -40.0/-9.0, entropy 0.61512, value loss 3.88824, policy loss -0.05920, distill_loss 11.92853, time 436.55035 min
Updates 11940, num timesteps 15284480, FPS 583, mean/median reward -19.9/-20.0, min/max reward -40.0/-8.0, entropy 0.59584, value loss 1.84484, policy loss 0.02064, distill_loss 14.01545, time 436.84017 min
Updates 11950, num timesteps 15297280, FPS 583, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.61398, value loss 3.56578, policy loss -0.08292, distill_loss 13.20289, time 437.13724 min
Updates 11960, num timesteps 15310080, FPS 583, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.59451, value loss 2.72200, policy loss 0.01205, distill_loss 12.10472, time 437.42887 min
Updates 11970, num timesteps 15322880, FPS 583, mean/median reward -20.0/-20.0, min/max reward -39.0/-18.0, entropy 0.63242, value loss 2.85053, policy loss -0.05448, distill_loss 11.54231, time 437.72114 min
Updates 11980, num timesteps 15335680, FPS 583, mean/median reward -19.9/-20.0, min/max reward -40.0/-9.0, entropy 0.61054, value loss 2.79257, policy loss 0.09166, distill_loss 12.17593, time 438.02405 min
Updates 11990, num timesteps 15348480, FPS 583, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.60027, value loss 2.61030, policy loss -0.03958, distill_loss 10.98081, time 438.31921 min
Updates 12000, num timesteps 15361280, FPS 583, mean/median reward -19.9/-20.0, min/max reward -20.0/-18.0, entropy 0.59577, value loss 2.02132, policy loss 0.00045, distill_loss 10.41327, time 438.62926 min
Updates 12010, num timesteps 15374080, FPS 583, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.58621, value loss 2.51422, policy loss 0.02710, distill_loss 12.26001, time 438.95658 min
Updates 12020, num timesteps 15386880, FPS 583, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.58450, value loss 2.06494, policy loss 0.04010, distill_loss 12.30488, time 439.26025 min
Updates 12030, num timesteps 15399680, FPS 583, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.60624, value loss 2.65396, policy loss -0.10779, distill_loss 12.18629, time 439.55921 min
