command line args: main.py --algo i2a --env RegularMiniPacmanNoFrameskip-v0 --num-processes 64 --port 5555 --log-dir /tmp/gym/RegularCopyModel --num-steps 10 --vis-interval 10 --entropy-coef 0.05 --num-stack 1 --use-copy-model
Updates 0, num timesteps 640, FPS 104, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 2.92146, policy loss 1.94581, distill_loss -0.00107, time 0.10199 min
Updates 15960, num timesteps 10215040, FPS 964, mean/median reward 64.1/68.0, min/max reward 0.0/145.0, entropy 1.19925, value loss 4.03910, policy loss 0.06556, distill_loss -6.58742, time 176.46234 min
Updates 15970, num timesteps 10221440, FPS 964, mean/median reward 62.8/68.0, min/max reward 1.0/145.0, entropy 1.21095, value loss 27.47730, policy loss -0.14866, distill_loss -6.32420, time 176.65796 min
Updates 15980, num timesteps 10227840, FPS 963, mean/median reward 56.1/56.0, min/max reward 0.0/145.0, entropy 1.19631, value loss 22.51379, policy loss 0.11059, distill_loss -5.83898, time 176.83647 min
Updates 15990, num timesteps 10234240, FPS 963, mean/median reward 55.2/56.0, min/max reward 1.0/145.0, entropy 1.18027, value loss 5.44823, policy loss -0.04666, distill_loss -6.15812, time 177.02446 min
Updates 16000, num timesteps 10240640, FPS 963, mean/median reward 57.7/56.0, min/max reward 1.0/145.0, entropy 1.20582, value loss 3.61924, policy loss -0.08558, distill_loss -4.61839, time 177.21211 min
Updates 16010, num timesteps 10247040, FPS 962, mean/median reward 64.3/66.0, min/max reward 3.0/215.0, entropy 1.08470, value loss 12.54226, policy loss 0.14210, distill_loss -5.13003, time 177.40652 min
Updates 16020, num timesteps 10253440, FPS 962, mean/median reward 60.0/56.0, min/max reward 1.0/215.0, entropy 1.03272, value loss 11.56646, policy loss 0.04738, distill_loss -5.66871, time 177.60634 min
Updates 16030, num timesteps 10259840, FPS 961, mean/median reward 53.4/52.0, min/max reward 1.0/215.0, entropy 1.05082, value loss 4.04745, policy loss 0.03707, distill_loss -5.78961, time 177.80774 min
Updates 16040, num timesteps 10266240, FPS 961, mean/median reward 56.9/56.0, min/max reward 3.0/144.0, entropy 1.04238, value loss 17.61859, policy loss 0.11829, distill_loss -5.94470, time 177.98682 min
Updates 16050, num timesteps 10272640, FPS 960, mean/median reward 58.0/55.0, min/max reward 1.0/143.0, entropy 1.02202, value loss 3.76075, policy loss 0.09907, distill_loss -5.86011, time 178.15906 min
Updates 16060, num timesteps 10279040, FPS 960, mean/median reward 54.3/56.0, min/max reward 1.0/143.0, entropy 1.04220, value loss 2.37458, policy loss -0.01306, distill_loss -6.53631, time 178.34979 min
Updates 16070, num timesteps 10285440, FPS 960, mean/median reward 54.7/54.0, min/max reward 3.0/145.0, entropy 1.02058, value loss 14.73191, policy loss -0.06480, distill_loss -5.74821, time 178.54630 min
Updates 16080, num timesteps 10291840, FPS 959, mean/median reward 51.8/50.0, min/max reward 0.0/145.0, entropy 1.03230, value loss 1.95135, policy loss -0.05694, distill_loss -4.34007, time 178.72247 min
Updates 16090, num timesteps 10298240, FPS 959, mean/median reward 56.9/57.0, min/max reward 0.0/143.0, entropy 1.05642, value loss 5.09886, policy loss -0.11131, distill_loss -7.49131, time 178.91572 min
Updates 16100, num timesteps 10304640, FPS 958, mean/median reward 57.4/55.0, min/max reward 2.0/143.0, entropy 1.04079, value loss 9.43728, policy loss -0.04140, distill_loss -6.04558, time 179.11761 min
Updates 16110, num timesteps 10311040, FPS 958, mean/median reward 56.3/56.0, min/max reward 3.0/143.0, entropy 1.09983, value loss 1.34036, policy loss -0.08355, distill_loss -5.36617, time 179.29979 min
Updates 16120, num timesteps 10317440, FPS 957, mean/median reward 54.2/56.0, min/max reward 2.0/143.0, entropy 1.02074, value loss 32.30165, policy loss -0.11546, distill_loss -6.32923, time 179.50208 min
Updates 16130, num timesteps 10323840, FPS 957, mean/median reward 54.6/55.0, min/max reward 2.0/143.0, entropy 1.04696, value loss 4.48622, policy loss -0.05767, distill_loss -7.90553, time 179.69131 min
Updates 16140, num timesteps 10330240, FPS 957, mean/median reward 55.6/54.0, min/max reward 1.0/143.0, entropy 1.01481, value loss 4.30518, policy loss 0.07275, distill_loss -5.74149, time 179.88378 min
Updates 16150, num timesteps 10336640, FPS 956, mean/median reward 60.0/57.0, min/max reward 2.0/143.0, entropy 1.04182, value loss 9.10267, policy loss 0.14419, distill_loss -5.66775, time 180.08243 min
Updates 16160, num timesteps 10343040, FPS 956, mean/median reward 60.6/58.0, min/max reward 1.0/143.0, entropy 1.01522, value loss 17.82289, policy loss 0.03027, distill_loss -5.44764, time 180.25181 min
Updates 16170, num timesteps 10349440, FPS 956, mean/median reward 58.6/55.0, min/max reward 0.0/143.0, entropy 0.99609, value loss 4.51168, policy loss -0.12403, distill_loss -6.11569, time 180.39795 min
Updates 16180, num timesteps 10355840, FPS 955, mean/median reward 62.3/69.0, min/max reward 0.0/144.0, entropy 1.10198, value loss 37.36360, policy loss -0.00495, distill_loss -7.28086, time 180.64212 min
Updates 16190, num timesteps 10362240, FPS 954, mean/median reward 59.3/61.0, min/max reward 1.0/143.0, entropy 1.05311, value loss 21.64610, policy loss -0.03609, distill_loss -5.43692, time 180.84379 min
Updates 16200, num timesteps 10368640, FPS 954, mean/median reward 57.8/58.0, min/max reward 0.0/143.0, entropy 1.09608, value loss 19.75351, policy loss -0.09615, distill_loss -5.95613, time 181.04180 min
Updates 16210, num timesteps 10375040, FPS 954, mean/median reward 59.8/61.0, min/max reward 1.0/143.0, entropy 1.09886, value loss 1.44172, policy loss -0.02488, distill_loss -5.12598, time 181.22970 min
Updates 16220, num timesteps 10381440, FPS 953, mean/median reward 57.0/60.0, min/max reward 1.0/143.0, entropy 1.12424, value loss 18.36295, policy loss 0.07845, distill_loss -6.21260, time 181.43305 min
Updates 16230, num timesteps 10387840, FPS 953, mean/median reward 58.8/60.0, min/max reward 1.0/145.0, entropy 1.12373, value loss 5.59319, policy loss 0.08467, distill_loss -6.12733, time 181.60198 min
Updates 16240, num timesteps 10394240, FPS 952, mean/median reward 56.1/59.0, min/max reward 0.0/143.0, entropy 1.12511, value loss 7.80537, policy loss -0.08489, distill_loss -5.63408, time 181.79821 min
Updates 16250, num timesteps 10400640, FPS 952, mean/median reward 54.1/50.0, min/max reward 0.0/219.0, entropy 1.06563, value loss 24.13582, policy loss -0.07402, distill_loss -4.32857, time 181.97362 min
Updates 16260, num timesteps 10407040, FPS 952, mean/median reward 56.8/58.0, min/max reward 0.0/143.0, entropy 1.08508, value loss 2.45460, policy loss -0.01246, distill_loss -4.49551, time 182.16404 min
Updates 16270, num timesteps 10413440, FPS 951, mean/median reward 61.5/59.0, min/max reward 0.0/243.0, entropy 1.20311, value loss 15.81220, policy loss -0.10194, distill_loss -3.99151, time 182.35937 min
Updates 16280, num timesteps 10419840, FPS 951, mean/median reward 58.5/59.0, min/max reward 0.0/143.0, entropy 1.08065, value loss 16.54695, policy loss -0.05456, distill_loss -5.77515, time 182.54835 min
Updates 16290, num timesteps 10426240, FPS 950, mean/median reward 55.1/59.0, min/max reward 0.0/143.0, entropy 1.14127, value loss 17.42796, policy loss 0.02966, distill_loss -3.52112, time 182.73187 min
Updates 16300, num timesteps 10432640, FPS 950, mean/median reward 52.7/56.0, min/max reward 0.0/143.0, entropy 1.21331, value loss 3.55256, policy loss -0.05295, distill_loss -4.11194, time 182.92334 min
Updates 16310, num timesteps 10439040, FPS 950, mean/median reward 55.2/58.0, min/max reward 0.0/143.0, entropy 1.13007, value loss 1.15458, policy loss 0.01751, distill_loss -3.96108, time 183.11835 min
Updates 16320, num timesteps 10445440, FPS 949, mean/median reward 56.3/58.0, min/max reward 0.0/143.0, entropy 1.19486, value loss 11.99358, policy loss -0.16999, distill_loss -5.46372, time 183.31162 min
Updates 16330, num timesteps 10451840, FPS 949, mean/median reward 60.3/59.0, min/max reward 0.0/261.0, entropy 1.17373, value loss 15.39558, policy loss 0.13015, distill_loss -6.41423, time 183.47293 min
Updates 16340, num timesteps 10458240, FPS 949, mean/median reward 56.5/59.0, min/max reward 0.0/145.0, entropy 1.14075, value loss 2.43083, policy loss 0.12039, distill_loss -5.13132, time 183.58389 min
Updates 16350, num timesteps 10464640, FPS 949, mean/median reward 61.3/60.0, min/max reward 0.0/194.0, entropy 1.13430, value loss 3.69597, policy loss -0.24888, distill_loss -4.63206, time 183.68804 min
Updates 16360, num timesteps 10471040, FPS 949, mean/median reward 68.2/72.0, min/max reward 0.0/195.0, entropy 1.15054, value loss 6.39424, policy loss -0.10933, distill_loss -5.16037, time 183.75257 min
Updates 16370, num timesteps 10477440, FPS 949, mean/median reward 68.1/72.0, min/max reward 0.0/194.0, entropy 1.12893, value loss 2.66481, policy loss 0.03242, distill_loss -4.99924, time 183.85365 min
Updates 16380, num timesteps 10483840, FPS 949, mean/median reward 60.0/60.0, min/max reward 0.0/194.0, entropy 1.14533, value loss 2.44999, policy loss 0.03742, distill_loss -4.55483, time 183.95945 min
Updates 16390, num timesteps 10490240, FPS 949, mean/median reward 59.1/62.0, min/max reward 0.0/194.0, entropy 1.21401, value loss 15.55592, policy loss 0.02437, distill_loss -4.08087, time 184.05239 min
Updates 16400, num timesteps 10496640, FPS 949, mean/median reward 60.2/59.0, min/max reward 0.0/194.0, entropy 1.16793, value loss 38.94469, policy loss 0.07766, distill_loss -4.78418, time 184.15524 min
Updates 16410, num timesteps 10503040, FPS 949, mean/median reward 64.6/60.0, min/max reward 0.0/194.0, entropy 1.03778, value loss 42.32376, policy loss -0.10215, distill_loss -6.12493, time 184.26432 min
Updates 16420, num timesteps 10509440, FPS 950, mean/median reward 61.5/59.0, min/max reward 0.0/239.0, entropy 1.11252, value loss 6.88230, policy loss -0.16147, distill_loss -4.33080, time 184.35341 min
Updates 16430, num timesteps 10515840, FPS 950, mean/median reward 63.0/61.0, min/max reward 0.0/194.0, entropy 1.03273, value loss 7.35957, policy loss -0.02062, distill_loss -6.60567, time 184.44517 min
Updates 16440, num timesteps 10522240, FPS 950, mean/median reward 60.3/60.0, min/max reward 0.0/194.0, entropy 1.09746, value loss 13.89733, policy loss -0.09937, distill_loss -4.96273, time 184.55227 min
Updates 16450, num timesteps 10528640, FPS 950, mean/median reward 62.2/63.0, min/max reward 0.0/194.0, entropy 1.12145, value loss 2.10014, policy loss 0.03396, distill_loss -4.08923, time 184.65057 min
Updates 16460, num timesteps 10535040, FPS 950, mean/median reward 64.4/63.0, min/max reward 0.0/194.0, entropy 1.10538, value loss 2.14119, policy loss 0.16331, distill_loss -4.05824, time 184.74606 min
Updates 16470, num timesteps 10541440, FPS 950, mean/median reward 61.5/61.0, min/max reward 0.0/194.0, entropy 1.14459, value loss 21.45440, policy loss -0.08221, distill_loss -5.52848, time 184.85229 min
Updates 16480, num timesteps 10547840, FPS 950, mean/median reward 66.6/72.0, min/max reward 0.0/194.0, entropy 1.03627, value loss 7.24264, policy loss -0.14813, distill_loss -6.25090, time 184.95435 min
Updates 16490, num timesteps 10554240, FPS 950, mean/median reward 58.5/59.0, min/max reward 0.0/194.0, entropy 0.99688, value loss 32.77538, policy loss -0.08529, distill_loss -6.27639, time 185.02062 min
Updates 16500, num timesteps 10560640, FPS 950, mean/median reward 69.3/74.0, min/max reward 0.0/199.0, entropy 1.04285, value loss 9.36628, policy loss -0.27651, distill_loss -5.26211, time 185.12583 min
Updates 16510, num timesteps 10567040, FPS 950, mean/median reward 65.6/73.0, min/max reward 0.0/199.0, entropy 1.09097, value loss 2.70351, policy loss 0.05978, distill_loss -5.75102, time 185.23200 min
Updates 16520, num timesteps 10573440, FPS 950, mean/median reward 62.5/65.0, min/max reward 0.0/199.0, entropy 1.10608, value loss 6.01033, policy loss 0.19864, distill_loss -4.73467, time 185.32573 min
Updates 16530, num timesteps 10579840, FPS 950, mean/median reward 65.7/73.0, min/max reward 0.0/199.0, entropy 1.02813, value loss 20.32507, policy loss -0.13400, distill_loss -5.88772, time 185.42640 min
Updates 16540, num timesteps 10586240, FPS 950, mean/median reward 68.0/61.0, min/max reward 0.0/205.0, entropy 1.12022, value loss 13.18571, policy loss -0.01215, distill_loss -5.30981, time 185.53095 min
Updates 16550, num timesteps 10592640, FPS 951, mean/median reward 68.1/62.0, min/max reward 0.0/205.0, entropy 1.05932, value loss 22.59373, policy loss 0.05891, distill_loss -3.89310, time 185.63511 min
Updates 16560, num timesteps 10599040, FPS 951, mean/median reward 61.7/73.0, min/max reward 0.0/199.0, entropy 0.97411, value loss 36.61791, policy loss -0.03877, distill_loss -6.08617, time 185.74444 min
Updates 16570, num timesteps 10605440, FPS 951, mean/median reward 58.2/58.0, min/max reward 0.0/199.0, entropy 0.96052, value loss 15.82204, policy loss 0.06762, distill_loss -5.17031, time 185.85235 min
Updates 16580, num timesteps 10611840, FPS 951, mean/median reward 65.2/73.0, min/max reward 1.0/199.0, entropy 1.00613, value loss 7.53698, policy loss -0.12470, distill_loss -5.24413, time 185.95197 min
Updates 16590, num timesteps 10618240, FPS 951, mean/median reward 65.9/73.0, min/max reward 1.0/199.0, entropy 1.01865, value loss 25.47594, policy loss -0.33039, distill_loss -4.54577, time 186.05102 min
Updates 16600, num timesteps 10624640, FPS 951, mean/median reward 73.0/79.0, min/max reward 0.0/199.0, entropy 1.03214, value loss 6.56534, policy loss 0.05946, distill_loss -5.25546, time 186.16056 min
Updates 16610, num timesteps 10631040, FPS 951, mean/median reward 73.3/78.0, min/max reward 1.0/199.0, entropy 0.99549, value loss 2.03731, policy loss -0.01781, distill_loss -7.78640, time 186.23709 min
Updates 16620, num timesteps 10637440, FPS 951, mean/median reward 70.0/72.0, min/max reward 1.0/199.0, entropy 0.98676, value loss 20.94505, policy loss -0.10636, distill_loss -6.37437, time 186.33300 min
Updates 16630, num timesteps 10643840, FPS 951, mean/median reward 66.1/60.0, min/max reward 1.0/199.0, entropy 0.97121, value loss 7.09874, policy loss 0.06975, distill_loss -4.53388, time 186.43740 min
Updates 16640, num timesteps 10650240, FPS 951, mean/median reward 66.9/67.0, min/max reward 1.0/199.0, entropy 0.98516, value loss 8.69574, policy loss 0.09433, distill_loss -5.57102, time 186.54766 min
Updates 16650, num timesteps 10656640, FPS 951, mean/median reward 65.3/63.0, min/max reward 1.0/199.0, entropy 0.84590, value loss 4.06469, policy loss 0.09136, distill_loss -7.22743, time 186.65195 min
Updates 16660, num timesteps 10663040, FPS 951, mean/median reward 62.2/64.0, min/max reward 1.0/199.0, entropy 0.86717, value loss 29.63632, policy loss 0.07112, distill_loss -6.34866, time 186.75368 min
Updates 16670, num timesteps 10669440, FPS 951, mean/median reward 62.4/61.0, min/max reward 1.0/199.0, entropy 0.97978, value loss 23.68542, policy loss -0.04509, distill_loss -5.32489, time 186.84417 min
Updates 16680, num timesteps 10675840, FPS 951, mean/median reward 73.3/77.0, min/max reward 1.0/239.0, entropy 1.03648, value loss 2.49836, policy loss 0.08875, distill_loss -7.10075, time 186.91888 min
Updates 16690, num timesteps 10682240, FPS 951, mean/median reward 69.0/71.0, min/max reward 1.0/199.0, entropy 1.00417, value loss 13.25098, policy loss -0.14749, distill_loss -4.67435, time 187.02796 min
Updates 16700, num timesteps 10688640, FPS 951, mean/median reward 69.3/70.0, min/max reward 1.0/199.0, entropy 1.07340, value loss 6.89737, policy loss 0.04437, distill_loss -6.37431, time 187.13705 min
Updates 16710, num timesteps 10695040, FPS 951, mean/median reward 66.3/68.0, min/max reward 1.0/199.0, entropy 1.03089, value loss 87.61069, policy loss 1.17621, distill_loss -8.66329, time 187.24136 min
Updates 16720, num timesteps 10701440, FPS 952, mean/median reward 68.8/69.0, min/max reward 1.0/199.0, entropy 1.06790, value loss 5.44058, policy loss 0.02545, distill_loss -5.21544, time 187.33437 min
Updates 16730, num timesteps 10707840, FPS 952, mean/median reward 71.7/75.0, min/max reward 1.0/199.0, entropy 1.05142, value loss 30.73865, policy loss -0.20361, distill_loss -7.31303, time 187.43904 min
Updates 16740, num timesteps 10714240, FPS 952, mean/median reward 68.4/70.0, min/max reward 1.0/199.0, entropy 1.07706, value loss 5.49442, policy loss 0.00516, distill_loss -6.20744, time 187.51483 min
Updates 16750, num timesteps 10720640, FPS 952, mean/median reward 62.8/59.0, min/max reward 1.0/199.0, entropy 1.14427, value loss 2.36200, policy loss 0.00560, distill_loss -5.69719, time 187.60954 min
Updates 16760, num timesteps 10727040, FPS 952, mean/median reward 66.5/66.0, min/max reward 1.0/199.0, entropy 1.12346, value loss 6.25145, policy loss -0.08520, distill_loss -5.32611, time 187.71226 min
Updates 16770, num timesteps 10733440, FPS 952, mean/median reward 63.6/65.0, min/max reward 1.0/199.0, entropy 1.16297, value loss 2.06354, policy loss -0.00384, distill_loss -4.63612, time 187.82151 min
Updates 16780, num timesteps 10739840, FPS 952, mean/median reward 65.7/70.0, min/max reward 1.0/199.0, entropy 1.16590, value loss 23.41010, policy loss -0.06924, distill_loss -4.40170, time 187.91563 min
Updates 16790, num timesteps 10746240, FPS 952, mean/median reward 63.6/59.0, min/max reward 1.0/199.0, entropy 1.16530, value loss 6.63206, policy loss -0.00474, distill_loss -6.08967, time 188.01515 min
Updates 16800, num timesteps 10752640, FPS 952, mean/median reward 56.1/53.0, min/max reward 1.0/234.0, entropy 1.12691, value loss 8.87232, policy loss 0.02517, distill_loss -4.27176, time 188.14319 min
Updates 16810, num timesteps 10759040, FPS 952, mean/median reward 60.6/56.0, min/max reward 1.0/202.0, entropy 1.14806, value loss 14.48118, policy loss 0.21317, distill_loss -3.45661, time 188.29200 min
Updates 16820, num timesteps 10765440, FPS 952, mean/median reward 59.5/59.0, min/max reward 0.0/202.0, entropy 1.08757, value loss 3.78055, policy loss -0.09264, distill_loss -4.59303, time 188.39412 min
Updates 16830, num timesteps 10771840, FPS 952, mean/median reward 66.2/61.0, min/max reward 2.0/241.0, entropy 1.20898, value loss 2.30914, policy loss 0.04948, distill_loss -3.72586, time 188.50039 min
Updates 16840, num timesteps 10778240, FPS 952, mean/median reward 64.2/68.0, min/max reward 2.0/202.0, entropy 1.18668, value loss 3.05542, policy loss -0.23020, distill_loss -4.96660, time 188.59951 min
Updates 16850, num timesteps 10784640, FPS 952, mean/median reward 60.7/60.0, min/max reward 2.0/202.0, entropy 1.22442, value loss 8.67115, policy loss 0.08253, distill_loss -3.56615, time 188.69747 min
Updates 16860, num timesteps 10791040, FPS 952, mean/median reward 59.6/59.0, min/max reward 1.0/202.0, entropy 1.20272, value loss 20.74791, policy loss 0.28665, distill_loss -4.68891, time 188.76560 min
Updates 16870, num timesteps 10797440, FPS 952, mean/median reward 59.0/55.0, min/max reward 0.0/202.0, entropy 1.20232, value loss 14.97484, policy loss 0.08487, distill_loss -4.42250, time 188.85993 min
Updates 16880, num timesteps 10803840, FPS 952, mean/median reward 58.1/59.0, min/max reward 0.0/202.0, entropy 1.25634, value loss 3.29528, policy loss -0.01671, distill_loss -5.48611, time 188.96234 min
Updates 16890, num timesteps 10810240, FPS 952, mean/median reward 60.3/59.0, min/max reward 0.0/202.0, entropy 1.19755, value loss 2.80712, policy loss -0.00041, distill_loss -5.03723, time 189.06396 min
Updates 16900, num timesteps 10816640, FPS 953, mean/median reward 61.8/63.0, min/max reward 0.0/202.0, entropy 1.26615, value loss 57.71719, policy loss 1.02421, distill_loss -5.47793, time 189.16065 min
Updates 16910, num timesteps 10823040, FPS 953, mean/median reward 62.0/59.0, min/max reward 0.0/219.0, entropy 0.91971, value loss 3.01848, policy loss 0.01118, distill_loss -3.51654, time 189.25982 min
Updates 16920, num timesteps 10829440, FPS 953, mean/median reward 60.2/56.0, min/max reward 0.0/210.0, entropy 1.08204, value loss 8.82188, policy loss -0.14123, distill_loss -5.72809, time 189.36448 min
Updates 16930, num timesteps 10835840, FPS 953, mean/median reward 53.3/53.0, min/max reward 0.0/202.0, entropy 1.14317, value loss 22.15144, policy loss 0.02968, distill_loss -6.68967, time 189.43294 min
Updates 16940, num timesteps 10842240, FPS 953, mean/median reward 60.3/59.0, min/max reward 0.0/202.0, entropy 1.10841, value loss 15.41102, policy loss 0.00418, distill_loss -5.29270, time 189.53135 min
Updates 16950, num timesteps 10848640, FPS 953, mean/median reward 57.0/58.0, min/max reward 0.0/202.0, entropy 1.07352, value loss 5.41181, policy loss -0.06901, distill_loss -5.10954, time 189.70675 min
Updates 16960, num timesteps 10855040, FPS 953, mean/median reward 62.5/59.0, min/max reward 0.0/212.0, entropy 1.12174, value loss 3.68683, policy loss -0.05654, distill_loss -6.07341, time 189.81034 min
Updates 16970, num timesteps 10861440, FPS 953, mean/median reward 65.1/62.0, min/max reward 0.0/212.0, entropy 1.10916, value loss 12.16373, policy loss -0.18686, distill_loss -5.21118, time 189.91504 min
Updates 16980, num timesteps 10867840, FPS 953, mean/median reward 55.4/59.0, min/max reward 0.0/202.0, entropy 0.96092, value loss 13.98335, policy loss -0.07597, distill_loss -6.11653, time 189.99611 min
Updates 16990, num timesteps 10874240, FPS 953, mean/median reward 58.6/57.0, min/max reward 0.0/227.0, entropy 1.05641, value loss 12.04147, policy loss -0.21395, distill_loss -6.08804, time 190.08739 min
Updates 17000, num timesteps 10880640, FPS 953, mean/median reward 60.9/62.0, min/max reward 0.0/202.0, entropy 1.13209, value loss 19.05925, policy loss -0.44472, distill_loss -4.76186, time 190.19850 min
Updates 17010, num timesteps 10887040, FPS 953, mean/median reward 66.1/63.0, min/max reward 0.0/218.0, entropy 1.10918, value loss 7.03317, policy loss -0.02199, distill_loss -5.15692, time 190.29380 min
Updates 17020, num timesteps 10893440, FPS 953, mean/median reward 64.7/63.0, min/max reward 0.0/218.0, entropy 1.14246, value loss 2.17859, policy loss 0.14987, distill_loss -4.71732, time 190.38875 min
Updates 17030, num timesteps 10899840, FPS 953, mean/median reward 61.4/62.0, min/max reward 0.0/218.0, entropy 1.14095, value loss 3.06889, policy loss 0.06040, distill_loss -5.73596, time 190.49195 min
Updates 17040, num timesteps 10906240, FPS 953, mean/median reward 63.7/63.0, min/max reward 0.0/218.0, entropy 1.25488, value loss 1.37867, policy loss 0.10532, distill_loss -5.14772, time 190.58742 min
Updates 17050, num timesteps 10912640, FPS 953, mean/median reward 64.0/63.0, min/max reward 0.0/218.0, entropy 1.14995, value loss 8.84522, policy loss -0.09546, distill_loss -4.98327, time 190.64890 min
Updates 17060, num timesteps 10919040, FPS 954, mean/median reward 60.9/60.0, min/max reward 0.0/218.0, entropy 1.15713, value loss 13.25881, policy loss -0.08114, distill_loss -4.94033, time 190.75394 min
Updates 17070, num timesteps 10925440, FPS 954, mean/median reward 61.3/62.0, min/max reward 0.0/218.0, entropy 1.19215, value loss 2.50574, policy loss 0.14802, distill_loss -4.96120, time 190.84855 min
Updates 17080, num timesteps 10931840, FPS 954, mean/median reward 63.3/63.0, min/max reward 0.0/218.0, entropy 1.20760, value loss 4.42671, policy loss -0.04851, distill_loss -5.03358, time 190.94901 min
Updates 17090, num timesteps 10938240, FPS 954, mean/median reward 67.2/64.0, min/max reward 0.0/218.0, entropy 1.23601, value loss 1.45961, policy loss 0.08363, distill_loss -4.26459, time 191.05436 min
Updates 17100, num timesteps 10944640, FPS 954, mean/median reward 65.8/64.0, min/max reward 0.0/218.0, entropy 1.20878, value loss 2.86683, policy loss 0.04458, distill_loss -5.92021, time 191.15530 min
Updates 17110, num timesteps 10951040, FPS 954, mean/median reward 67.9/65.0, min/max reward 0.0/218.0, entropy 1.11896, value loss 2.14366, policy loss -0.04732, distill_loss -5.39764, time 191.24284 min
Updates 17120, num timesteps 10957440, FPS 954, mean/median reward 68.0/64.0, min/max reward 0.0/218.0, entropy 1.06827, value loss 22.96046, policy loss -0.06460, distill_loss -8.27687, time 191.32872 min
Updates 17130, num timesteps 10963840, FPS 954, mean/median reward 65.1/64.0, min/max reward 0.0/218.0, entropy 1.06662, value loss 12.98851, policy loss -0.03224, distill_loss -7.23117, time 191.42760 min
Updates 17140, num timesteps 10970240, FPS 954, mean/median reward 67.0/68.0, min/max reward 0.0/218.0, entropy 1.05064, value loss 12.35564, policy loss -0.05965, distill_loss -6.84161, time 191.52867 min
Updates 17150, num timesteps 10976640, FPS 954, mean/median reward 63.5/65.0, min/max reward 0.0/218.0, entropy 1.16607, value loss 6.40407, policy loss 0.04772, distill_loss -6.48749, time 191.63434 min
Updates 17160, num timesteps 10983040, FPS 954, mean/median reward 67.7/70.0, min/max reward 0.0/218.0, entropy 1.18029, value loss 5.03872, policy loss -0.00039, distill_loss -5.74577, time 191.74598 min
Updates 17170, num timesteps 10989440, FPS 954, mean/median reward 67.6/69.0, min/max reward 1.0/218.0, entropy 1.16093, value loss 2.42451, policy loss 0.00363, distill_loss -4.74205, time 191.83815 min
Updates 17180, num timesteps 10995840, FPS 954, mean/median reward 71.2/74.0, min/max reward 1.0/218.0, entropy 1.17352, value loss 2.13140, policy loss 0.01166, distill_loss -6.28607, time 191.90197 min
Updates 17190, num timesteps 11002240, FPS 955, mean/median reward 67.9/69.0, min/max reward 2.0/218.0, entropy 1.17681, value loss 4.27956, policy loss -0.10356, distill_loss -6.77585, time 192.00305 min
Updates 17200, num timesteps 11008640, FPS 955, mean/median reward 66.8/69.0, min/max reward 2.0/218.0, entropy 1.12939, value loss 13.17934, policy loss 0.08309, distill_loss -6.63420, time 192.09985 min
Updates 17210, num timesteps 11015040, FPS 955, mean/median reward 69.7/69.0, min/max reward 2.0/240.0, entropy 1.18094, value loss 1.53965, policy loss -0.06303, distill_loss -4.95534, time 192.20375 min
Updates 17220, num timesteps 11021440, FPS 954, mean/median reward 64.9/69.0, min/max reward 1.0/218.0, entropy 1.14893, value loss 13.58068, policy loss -0.32072, distill_loss -7.78224, time 192.36248 min
Updates 17230, num timesteps 11027840, FPS 954, mean/median reward 58.4/63.0, min/max reward 1.0/218.0, entropy 1.03369, value loss 6.45411, policy loss -0.07370, distill_loss -6.67859, time 192.46483 min
Updates 17240, num timesteps 11034240, FPS 955, mean/median reward 63.4/64.0, min/max reward 1.0/218.0, entropy 1.02808, value loss 22.74572, policy loss -0.09371, distill_loss -8.62373, time 192.53226 min
Updates 17250, num timesteps 11040640, FPS 955, mean/median reward 60.8/63.0, min/max reward 1.0/218.0, entropy 1.17110, value loss 7.78444, policy loss -0.05735, distill_loss -8.55587, time 192.64149 min
Updates 17260, num timesteps 11047040, FPS 955, mean/median reward 64.3/64.0, min/max reward 2.0/218.0, entropy 1.03363, value loss 10.80395, policy loss -0.08866, distill_loss -7.30951, time 192.74567 min
Updates 17270, num timesteps 11053440, FPS 955, mean/median reward 63.9/63.0, min/max reward 2.0/218.0, entropy 0.97363, value loss 21.55156, policy loss 0.38516, distill_loss -6.20036, time 192.84068 min
Updates 17280, num timesteps 11059840, FPS 955, mean/median reward 65.4/67.0, min/max reward 1.0/218.0, entropy 0.88883, value loss 11.46813, policy loss -0.00721, distill_loss -5.61119, time 192.94382 min
Updates 17290, num timesteps 11066240, FPS 955, mean/median reward 63.2/64.0, min/max reward 1.0/218.0, entropy 0.85942, value loss 26.48471, policy loss -0.02412, distill_loss -9.60797, time 193.05603 min
Updates 17300, num timesteps 11072640, FPS 955, mean/median reward 60.1/59.0, min/max reward 1.0/218.0, entropy 0.91480, value loss 9.15920, policy loss -0.06775, distill_loss -5.54479, time 193.13575 min
Updates 17310, num timesteps 11079040, FPS 955, mean/median reward 61.1/65.0, min/max reward 2.0/144.0, entropy 0.84586, value loss 11.76055, policy loss 0.19348, distill_loss -7.91435, time 193.23306 min
Updates 17320, num timesteps 11085440, FPS 955, mean/median reward 64.4/69.0, min/max reward 1.0/144.0, entropy 0.91279, value loss 49.36858, policy loss -0.02414, distill_loss -7.08167, time 193.33759 min
