command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 100 --port 5555 --log-dir /tmp/gym/MsPacman_dSSM_DET --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 1000, FPS 128, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00074, policy loss -0.00386, distill_loss -0.00363, time 0.13011 min
Updates 10310, num timesteps 10311000, FPS 124, mean/median reward 69.7/46.0, min/max reward -9.0/396.0, entropy 0.96345, value loss 5.02433, policy loss 0.14683, distill_loss -198.11385, time 1377.59928 min
Updates 10320, num timesteps 10321000, FPS 124, mean/median reward 66.6/44.0, min/max reward -9.0/318.0, entropy 0.56762, value loss 6.34780, policy loss 0.14667, distill_loss -184.46793, time 1378.94041 min
Updates 10330, num timesteps 10331000, FPS 124, mean/median reward 62.9/42.0, min/max reward -9.0/318.0, entropy 0.81704, value loss 8.82777, policy loss 0.05622, distill_loss -179.68686, time 1380.28988 min
Updates 10340, num timesteps 10341000, FPS 124, mean/median reward 64.7/45.0, min/max reward -11.0/303.0, entropy 0.87069, value loss 14.94438, policy loss 0.16844, distill_loss -177.91931, time 1381.61719 min
Updates 10350, num timesteps 10351000, FPS 124, mean/median reward 62.3/48.0, min/max reward -11.0/239.0, entropy 0.36040, value loss 5.68646, policy loss 0.10039, distill_loss -185.14555, time 1382.94112 min
Updates 10360, num timesteps 10361000, FPS 124, mean/median reward 60.5/48.0, min/max reward -11.0/239.0, entropy 0.53742, value loss 1.57000, policy loss 0.13564, distill_loss -189.35577, time 1384.26926 min
Updates 10370, num timesteps 10371000, FPS 124, mean/median reward 62.4/56.0, min/max reward -12.0/239.0, entropy 0.82896, value loss 3.74770, policy loss 0.18898, distill_loss -146.70331, time 1385.60209 min
Updates 10380, num timesteps 10381000, FPS 124, mean/median reward 55.6/52.0, min/max reward -12.0/227.0, entropy 0.65692, value loss 24.18489, policy loss 0.35676, distill_loss -136.09312, time 1386.94958 min
Updates 10390, num timesteps 10391000, FPS 124, mean/median reward 52.5/52.0, min/max reward -12.0/227.0, entropy 0.45319, value loss 16.71444, policy loss -0.20238, distill_loss -137.01767, time 1388.32886 min
Updates 10400, num timesteps 10401000, FPS 124, mean/median reward 51.2/51.0, min/max reward -12.0/227.0, entropy 0.57134, value loss 10.96858, policy loss -0.52518, distill_loss -133.95036, time 1389.71808 min
Updates 10410, num timesteps 10411000, FPS 124, mean/median reward 46.4/45.0, min/max reward -12.0/204.0, entropy 0.55787, value loss 41.18218, policy loss 0.12538, distill_loss -158.59721, time 1391.06506 min
Updates 10420, num timesteps 10421000, FPS 124, mean/median reward 47.4/41.0, min/max reward -12.0/352.0, entropy 0.44161, value loss 12.70040, policy loss -0.13100, distill_loss -169.35419, time 1392.41120 min
Updates 10430, num timesteps 10431000, FPS 124, mean/median reward 49.3/51.0, min/max reward -12.0/352.0, entropy 0.55404, value loss 42.62567, policy loss 0.31927, distill_loss -166.75375, time 1393.75700 min
Updates 10440, num timesteps 10441000, FPS 124, mean/median reward 51.5/51.0, min/max reward -7.0/352.0, entropy 0.49421, value loss 8.80423, policy loss -0.11757, distill_loss -160.28448, time 1395.10314 min
Updates 10450, num timesteps 10451000, FPS 124, mean/median reward 58.2/53.0, min/max reward -7.0/352.0, entropy 0.50329, value loss 6.67362, policy loss -0.32727, distill_loss -138.62756, time 1396.54494 min
Updates 10460, num timesteps 10461000, FPS 124, mean/median reward 71.6/63.0, min/max reward -7.0/352.0, entropy 0.51685, value loss 5.36866, policy loss -0.04808, distill_loss -165.72490, time 1397.89585 min
Updates 10470, num timesteps 10471000, FPS 124, mean/median reward 76.2/64.0, min/max reward -7.0/352.0, entropy 0.73253, value loss 8.51098, policy loss 0.15290, distill_loss -185.57315, time 1399.25279 min
Updates 10480, num timesteps 10481000, FPS 124, mean/median reward 84.4/71.0, min/max reward 14.0/352.0, entropy 0.50702, value loss 18.58160, policy loss 0.14485, distill_loss -131.65294, time 1400.60626 min
Updates 10490, num timesteps 10491000, FPS 124, mean/median reward 84.3/75.0, min/max reward -13.0/226.0, entropy 0.55507, value loss 41.06458, policy loss 0.05617, distill_loss -127.63812, time 1401.96784 min
Updates 10500, num timesteps 10501000, FPS 124, mean/median reward 86.7/80.0, min/max reward -13.0/226.0, entropy 0.77107, value loss 5.74128, policy loss -0.09573, distill_loss -141.95416, time 1403.35001 min
Updates 10510, num timesteps 10511000, FPS 124, mean/median reward 92.0/86.0, min/max reward -13.0/226.0, entropy 0.53701, value loss 31.15196, policy loss -0.16532, distill_loss -153.29616, time 1404.70147 min
Updates 10520, num timesteps 10521000, FPS 124, mean/median reward 92.2/86.0, min/max reward -13.0/226.0, entropy 0.61257, value loss 9.08779, policy loss 0.18773, distill_loss -222.65247, time 1406.03810 min
Updates 10530, num timesteps 10531000, FPS 124, mean/median reward 94.1/90.0, min/max reward -13.0/217.0, entropy 0.48133, value loss 5.60755, policy loss -0.12860, distill_loss -171.20943, time 1407.38900 min
Updates 10540, num timesteps 10541000, FPS 124, mean/median reward 100.8/98.0, min/max reward -13.0/241.0, entropy 0.52229, value loss 29.50133, policy loss 0.58288, distill_loss -188.80209, time 1408.74336 min
Updates 10550, num timesteps 10551000, FPS 124, mean/median reward 105.9/104.0, min/max reward -13.0/241.0, entropy 0.43318, value loss 9.51646, policy loss -0.25360, distill_loss -159.40678, time 1410.08948 min
Updates 10560, num timesteps 10561000, FPS 124, mean/median reward 109.7/108.0, min/max reward 2.0/241.0, entropy 0.59722, value loss 14.74678, policy loss 0.02561, distill_loss -163.95216, time 1411.45280 min
Updates 10570, num timesteps 10571000, FPS 124, mean/median reward 110.6/112.0, min/max reward -13.0/241.0, entropy 0.44820, value loss 9.74287, policy loss -0.07143, distill_loss -173.33627, time 1412.80882 min
Updates 10580, num timesteps 10581000, FPS 124, mean/median reward 118.6/118.0, min/max reward -13.0/244.0, entropy 0.62951, value loss 7.20811, policy loss -0.25325, distill_loss -166.40379, time 1414.18310 min
Updates 10590, num timesteps 10591000, FPS 124, mean/median reward 119.2/117.0, min/max reward -13.0/244.0, entropy 0.56499, value loss 23.84248, policy loss 0.00317, distill_loss -162.12894, time 1415.54764 min
Updates 10600, num timesteps 10601000, FPS 124, mean/median reward 122.0/117.0, min/max reward -13.0/244.0, entropy 0.52916, value loss 10.59157, policy loss 0.05641, distill_loss -159.67052, time 1416.92603 min
Updates 10610, num timesteps 10611000, FPS 124, mean/median reward 116.3/111.0, min/max reward -13.0/287.0, entropy 0.52039, value loss 17.80160, policy loss -0.00542, distill_loss -162.05423, time 1418.27595 min
Updates 10620, num timesteps 10621000, FPS 124, mean/median reward 115.9/110.0, min/max reward -13.0/287.0, entropy 0.54700, value loss 45.74059, policy loss 0.28568, distill_loss -167.97287, time 1419.63452 min
Updates 10630, num timesteps 10631000, FPS 124, mean/median reward 112.1/101.0, min/max reward -13.0/287.0, entropy 0.46284, value loss 35.70499, policy loss -0.06235, distill_loss -169.00964, time 1420.99870 min
Updates 10640, num timesteps 10641000, FPS 124, mean/median reward 107.3/94.0, min/max reward -13.0/287.0, entropy 0.40258, value loss 56.61970, policy loss 0.68758, distill_loss -207.22192, time 1422.36332 min
Updates 10650, num timesteps 10651000, FPS 124, mean/median reward 108.7/99.0, min/max reward -13.0/287.0, entropy 0.31500, value loss 21.23469, policy loss 0.04172, distill_loss -149.59464, time 1423.70848 min
Updates 10660, num timesteps 10661000, FPS 124, mean/median reward 108.3/100.0, min/max reward -13.0/287.0, entropy 0.50627, value loss 5.83266, policy loss -0.19160, distill_loss -202.41306, time 1425.06066 min
Updates 10670, num timesteps 10671000, FPS 124, mean/median reward 112.8/103.0, min/max reward -13.0/328.0, entropy 0.47183, value loss 9.24648, policy loss -0.33663, distill_loss -160.46773, time 1426.42126 min
Updates 10680, num timesteps 10681000, FPS 124, mean/median reward 113.1/102.0, min/max reward -13.0/328.0, entropy 0.57518, value loss 6.52313, policy loss -0.28872, distill_loss -168.81613, time 1427.76620 min
Updates 10690, num timesteps 10691000, FPS 124, mean/median reward 113.4/103.0, min/max reward -13.0/328.0, entropy 0.64329, value loss 19.16211, policy loss 0.07656, distill_loss -226.78767, time 1429.10530 min
Updates 10700, num timesteps 10701000, FPS 124, mean/median reward 113.4/101.0, min/max reward -13.0/328.0, entropy 0.56135, value loss 24.88500, policy loss 0.51741, distill_loss -168.65231, time 1430.45510 min
Updates 10710, num timesteps 10711000, FPS 124, mean/median reward 117.1/105.0, min/max reward -8.0/328.0, entropy 0.54458, value loss 5.48754, policy loss -0.08254, distill_loss -209.46143, time 1431.82249 min
Updates 10720, num timesteps 10721000, FPS 124, mean/median reward 117.7/105.0, min/max reward -8.0/328.0, entropy 0.48239, value loss 11.20354, policy loss 0.00815, distill_loss -256.92792, time 1433.16415 min
Updates 10730, num timesteps 10731000, FPS 124, mean/median reward 112.6/101.0, min/max reward -8.0/328.0, entropy 0.56083, value loss 3.55722, policy loss 0.18747, distill_loss -242.73061, time 1434.47210 min
Updates 10740, num timesteps 10741000, FPS 124, mean/median reward 111.7/101.0, min/max reward -8.0/328.0, entropy 0.55564, value loss 2.14890, policy loss 0.09943, distill_loss -238.69260, time 1435.80880 min
Updates 10750, num timesteps 10751000, FPS 124, mean/median reward 104.3/97.0, min/max reward -1.0/265.0, entropy 0.57498, value loss 1.23955, policy loss -0.03162, distill_loss -223.85768, time 1437.14382 min
Updates 10760, num timesteps 10761000, FPS 124, mean/median reward 96.3/90.0, min/max reward -1.0/265.0, entropy 0.56381, value loss 0.77611, policy loss -0.04150, distill_loss -201.63264, time 1438.48486 min
Updates 10770, num timesteps 10771000, FPS 124, mean/median reward 89.0/82.0, min/max reward -1.0/247.0, entropy 0.26850, value loss 0.91345, policy loss -0.03246, distill_loss -217.71986, time 1439.82407 min
Updates 10780, num timesteps 10781000, FPS 124, mean/median reward 73.1/68.0, min/max reward -5.0/247.0, entropy 0.30552, value loss 0.85775, policy loss -0.05927, distill_loss -204.46059, time 1441.13593 min
Updates 10790, num timesteps 10791000, FPS 124, mean/median reward 61.9/53.0, min/max reward -6.0/237.0, entropy 0.72767, value loss 2.43242, policy loss 0.22653, distill_loss -208.06219, time 1442.45691 min
Updates 10800, num timesteps 10801000, FPS 124, mean/median reward 45.2/22.0, min/max reward -15.0/237.0, entropy 0.62215, value loss 22.14393, policy loss 0.36811, distill_loss -137.47552, time 1443.83849 min
Updates 10810, num timesteps 10811000, FPS 124, mean/median reward 33.1/16.0, min/max reward -15.0/237.0, entropy 0.51038, value loss 11.71270, policy loss -0.01347, distill_loss -121.46994, time 1445.24563 min
Updates 10820, num timesteps 10821000, FPS 124, mean/median reward 32.1/16.0, min/max reward -15.0/237.0, entropy 0.64981, value loss 11.52380, policy loss -0.11367, distill_loss -134.38130, time 1446.60207 min
Updates 10830, num timesteps 10831000, FPS 124, mean/median reward 28.3/19.0, min/max reward -15.0/237.0, entropy 0.60316, value loss 9.15915, policy loss -0.10873, distill_loss -135.27892, time 1447.93160 min
Updates 10840, num timesteps 10841000, FPS 124, mean/median reward 28.6/19.0, min/max reward -15.0/219.0, entropy 0.56676, value loss 16.22513, policy loss 0.08490, distill_loss -133.23544, time 1449.28060 min
Updates 10850, num timesteps 10851000, FPS 124, mean/median reward 27.9/20.0, min/max reward -15.0/219.0, entropy 0.58224, value loss 15.89281, policy loss -0.13299, distill_loss -131.89247, time 1450.64424 min
Updates 10860, num timesteps 10861000, FPS 124, mean/median reward 32.5/23.0, min/max reward -15.0/219.0, entropy 0.45888, value loss 21.33780, policy loss -0.14136, distill_loss -137.19244, time 1452.00099 min
Updates 10870, num timesteps 10871000, FPS 124, mean/median reward 40.6/34.0, min/max reward -15.0/219.0, entropy 0.52304, value loss 6.90718, policy loss -0.29798, distill_loss -118.49360, time 1453.35283 min
Updates 10880, num timesteps 10881000, FPS 124, mean/median reward 51.9/45.0, min/max reward -11.0/380.0, entropy 0.52846, value loss 30.56940, policy loss -0.03414, distill_loss -155.50096, time 1454.71348 min
Updates 10890, num timesteps 10891000, FPS 124, mean/median reward 58.7/50.0, min/max reward -13.0/380.0, entropy 0.48886, value loss 13.41984, policy loss -0.03648, distill_loss -184.79755, time 1456.05518 min
Updates 10900, num timesteps 10901000, FPS 124, mean/median reward 68.1/58.0, min/max reward -13.0/380.0, entropy 0.59267, value loss 3.98020, policy loss -0.05676, distill_loss -207.97002, time 1457.41129 min
Updates 10910, num timesteps 10911000, FPS 124, mean/median reward 76.9/67.0, min/max reward -13.0/380.0, entropy 0.67473, value loss 11.12568, policy loss -0.18923, distill_loss -226.78096, time 1458.74372 min
Updates 10920, num timesteps 10921000, FPS 124, mean/median reward 82.7/70.0, min/max reward -13.0/380.0, entropy 0.75425, value loss 9.11800, policy loss -0.02478, distill_loss -185.54628, time 1460.09315 min
Updates 10930, num timesteps 10931000, FPS 124, mean/median reward 95.4/88.0, min/max reward -13.0/380.0, entropy 0.46105, value loss 14.99236, policy loss 0.08903, distill_loss -131.32594, time 1461.44442 min
Updates 10940, num timesteps 10941000, FPS 124, mean/median reward 99.1/92.0, min/max reward -4.0/380.0, entropy 0.49693, value loss 12.17926, policy loss -0.14425, distill_loss -157.86562, time 1462.80959 min
Updates 10950, num timesteps 10951000, FPS 124, mean/median reward 98.2/96.0, min/max reward -4.0/245.0, entropy 0.53903, value loss 9.71160, policy loss 0.12284, distill_loss -182.41798, time 1464.15245 min
Updates 10960, num timesteps 10961000, FPS 124, mean/median reward 100.0/96.0, min/max reward -11.0/267.0, entropy 0.61931, value loss 10.27287, policy loss 0.14992, distill_loss -171.48724, time 1465.48684 min
Updates 10970, num timesteps 10971000, FPS 124, mean/median reward 100.3/96.0, min/max reward -11.0/267.0, entropy 0.72361, value loss 2.07455, policy loss -0.16107, distill_loss -219.23807, time 1466.82460 min
Updates 10980, num timesteps 10981000, FPS 124, mean/median reward 95.4/87.0, min/max reward -11.0/267.0, entropy 0.80022, value loss 7.44401, policy loss 0.15317, distill_loss -215.25351, time 1468.15319 min
Updates 10990, num timesteps 10991000, FPS 124, mean/median reward 95.8/87.0, min/max reward -11.0/267.0, entropy 0.69081, value loss 13.10234, policy loss 0.09642, distill_loss -150.16248, time 1469.50042 min
Updates 11000, num timesteps 11001000, FPS 124, mean/median reward 89.5/83.0, min/max reward -11.0/267.0, entropy 0.60856, value loss 12.46716, policy loss -0.37303, distill_loss -144.12489, time 1470.86940 min
Updates 11010, num timesteps 11011000, FPS 124, mean/median reward 82.4/75.0, min/max reward -11.0/267.0, entropy 0.52447, value loss 48.87866, policy loss 0.59239, distill_loss -120.55968, time 1472.23496 min
Updates 11020, num timesteps 11021000, FPS 124, mean/median reward 81.8/74.0, min/max reward -11.0/267.0, entropy 0.40608, value loss 37.97774, policy loss 0.49685, distill_loss -143.33958, time 1473.58500 min
Updates 11030, num timesteps 11031000, FPS 124, mean/median reward 79.8/74.0, min/max reward -7.0/267.0, entropy 0.45087, value loss 12.44575, policy loss 0.05030, distill_loss -127.19026, time 1474.94236 min
Updates 11040, num timesteps 11041000, FPS 124, mean/median reward 77.5/74.0, min/max reward -12.0/267.0, entropy 0.49555, value loss 67.12274, policy loss -0.10622, distill_loss -167.87645, time 1476.31143 min
Updates 11050, num timesteps 11051000, FPS 124, mean/median reward 77.5/74.0, min/max reward -12.0/267.0, entropy 0.44300, value loss 20.30191, policy loss -0.05375, distill_loss -190.25485, time 1477.66380 min
Updates 11060, num timesteps 11061000, FPS 124, mean/median reward 76.9/74.0, min/max reward -12.0/205.0, entropy 0.70809, value loss 42.02254, policy loss 0.03121, distill_loss -197.91275, time 1479.01312 min
Updates 11070, num timesteps 11071000, FPS 124, mean/median reward 81.1/77.0, min/max reward -12.0/238.0, entropy 0.67538, value loss 13.90702, policy loss 0.11810, distill_loss -172.05850, time 1480.36615 min
Updates 11080, num timesteps 11081000, FPS 124, mean/median reward 85.2/78.0, min/max reward -13.0/250.0, entropy 0.52709, value loss 76.54434, policy loss 0.23554, distill_loss -129.79799, time 1481.70441 min
Updates 11090, num timesteps 11091000, FPS 124, mean/median reward 88.4/84.0, min/max reward -13.0/250.0, entropy 0.58820, value loss 6.71797, policy loss -0.10940, distill_loss -158.86893, time 1483.05602 min
Updates 11100, num timesteps 11101000, FPS 124, mean/median reward 95.7/85.0, min/max reward -13.0/498.0, entropy 0.47986, value loss 39.76755, policy loss 0.02458, distill_loss -133.36740, time 1484.41669 min
Updates 11110, num timesteps 11111000, FPS 124, mean/median reward 108.7/97.0, min/max reward -13.0/498.0, entropy 0.47248, value loss 63.18580, policy loss 0.15074, distill_loss -123.81676, time 1485.77511 min
Updates 11120, num timesteps 11121000, FPS 124, mean/median reward 119.1/105.0, min/max reward -13.0/498.0, entropy 0.42352, value loss 25.83099, policy loss 0.06304, distill_loss -143.92679, time 1487.14120 min
Updates 11130, num timesteps 11131000, FPS 124, mean/median reward 117.4/105.0, min/max reward -13.0/498.0, entropy 0.56894, value loss 14.33080, policy loss 0.07434, distill_loss -195.42479, time 1488.48134 min
Updates 11140, num timesteps 11141000, FPS 124, mean/median reward 117.3/106.0, min/max reward -13.0/498.0, entropy 0.65446, value loss 17.34667, policy loss -0.12718, distill_loss -160.98375, time 1489.83771 min
Updates 11150, num timesteps 11151000, FPS 124, mean/median reward 123.4/113.0, min/max reward -4.0/498.0, entropy 0.58318, value loss 6.92670, policy loss -0.20551, distill_loss -189.21912, time 1491.18977 min
Updates 11160, num timesteps 11161000, FPS 124, mean/median reward 128.2/118.0, min/max reward -4.0/498.0, entropy 0.49687, value loss 16.33327, policy loss -0.15034, distill_loss -127.85448, time 1492.63795 min
Updates 11170, num timesteps 11171000, FPS 124, mean/median reward 123.7/116.0, min/max reward -4.0/498.0, entropy 0.50601, value loss 10.94591, policy loss -0.18126, distill_loss -134.29774, time 1493.98470 min
Updates 11180, num timesteps 11181000, FPS 124, mean/median reward 121.2/113.0, min/max reward -4.0/498.0, entropy 0.45743, value loss 28.28660, policy loss -0.29597, distill_loss -147.35208, time 1495.34484 min
Updates 11190, num timesteps 11191000, FPS 124, mean/median reward 114.1/108.0, min/max reward -4.0/498.0, entropy 0.53520, value loss 9.60789, policy loss -0.26455, distill_loss -121.91866, time 1496.71540 min
Updates 11200, num timesteps 11201000, FPS 124, mean/median reward 106.4/99.0, min/max reward -4.0/498.0, entropy 0.57481, value loss 12.93992, policy loss -0.26779, distill_loss -114.36691, time 1498.09292 min
Updates 11210, num timesteps 11211000, FPS 124, mean/median reward 106.2/94.0, min/max reward -3.0/498.0, entropy 0.51511, value loss 16.08290, policy loss -0.03069, distill_loss -125.79037, time 1499.46509 min
Updates 11220, num timesteps 11221000, FPS 124, mean/median reward 103.5/93.0, min/max reward -3.0/263.0, entropy 0.62443, value loss 10.70821, policy loss -0.13050, distill_loss -163.38985, time 1500.82173 min
Updates 11230, num timesteps 11231000, FPS 124, mean/median reward 102.9/92.0, min/max reward -3.0/263.0, entropy 0.46146, value loss 11.23300, policy loss 0.13988, distill_loss -176.13000, time 1502.15292 min
Updates 11240, num timesteps 11241000, FPS 124, mean/median reward 96.5/89.0, min/max reward -3.0/263.0, entropy 0.52799, value loss 3.28557, policy loss -0.07309, distill_loss -133.24765, time 1503.47716 min
Updates 11250, num timesteps 11251000, FPS 124, mean/median reward 95.9/88.0, min/max reward -3.0/263.0, entropy 0.55948, value loss 5.31487, policy loss -0.26364, distill_loss -147.77914, time 1504.82941 min
Updates 11260, num timesteps 11261000, FPS 124, mean/median reward 94.2/83.0, min/max reward -5.0/263.0, entropy 0.48357, value loss 11.33501, policy loss 0.10900, distill_loss -110.52602, time 1506.18908 min
Updates 11270, num timesteps 11271000, FPS 124, mean/median reward 92.9/80.0, min/max reward -5.0/263.0, entropy 0.31956, value loss 16.94502, policy loss -0.13860, distill_loss -73.23923, time 1507.56270 min
Updates 11280, num timesteps 11281000, FPS 124, mean/median reward 93.1/83.0, min/max reward -5.0/239.0, entropy 0.44991, value loss 23.88423, policy loss -0.31683, distill_loss -108.60770, time 1508.94187 min
Updates 11290, num timesteps 11291000, FPS 124, mean/median reward 95.7/88.0, min/max reward -13.0/239.0, entropy 0.46589, value loss 12.64988, policy loss -0.21857, distill_loss -131.04802, time 1510.30581 min
Updates 11300, num timesteps 11301000, FPS 124, mean/median reward 98.2/89.0, min/max reward -13.0/239.0, entropy 0.79681, value loss 3.42105, policy loss 0.09956, distill_loss -235.63850, time 1511.67979 min
Updates 11310, num timesteps 11311000, FPS 124, mean/median reward 101.2/93.0, min/max reward -13.0/239.0, entropy 0.51877, value loss 9.41058, policy loss 0.06647, distill_loss -187.39488, time 1513.02566 min
Updates 11320, num timesteps 11321000, FPS 124, mean/median reward 101.1/93.0, min/max reward -13.0/241.0, entropy 0.45270, value loss 11.78086, policy loss -0.04661, distill_loss -159.78764, time 1514.36519 min
Updates 11330, num timesteps 11331000, FPS 124, mean/median reward 100.3/93.0, min/max reward -13.0/241.0, entropy 0.44919, value loss 34.99386, policy loss 0.32462, distill_loss -163.54576, time 1515.70704 min
Updates 11340, num timesteps 11341000, FPS 124, mean/median reward 103.9/93.0, min/max reward -13.0/250.0, entropy 0.52436, value loss 15.47614, policy loss -0.33364, distill_loss -128.83945, time 1517.05849 min
Updates 11350, num timesteps 11351000, FPS 124, mean/median reward 104.8/95.0, min/max reward -13.0/264.0, entropy 0.42519, value loss 40.56284, policy loss 0.25848, distill_loss -129.30124, time 1518.41724 min
Updates 11360, num timesteps 11361000, FPS 124, mean/median reward 101.6/90.0, min/max reward 3.0/264.0, entropy 0.39089, value loss 22.41247, policy loss 0.08623, distill_loss -95.00516, time 1519.79260 min
Updates 11370, num timesteps 11371000, FPS 124, mean/median reward 102.7/91.0, min/max reward 3.0/264.0, entropy 0.39126, value loss 24.45106, policy loss 0.43825, distill_loss -123.27700, time 1521.17132 min
Updates 11380, num timesteps 11381000, FPS 124, mean/median reward 98.3/87.0, min/max reward -13.0/264.0, entropy 0.45309, value loss 67.38907, policy loss 0.43517, distill_loss -129.54253, time 1522.55017 min
Updates 11390, num timesteps 11391000, FPS 124, mean/median reward 97.2/87.0, min/max reward -13.0/264.0, entropy 0.32093, value loss 28.23746, policy loss 0.16568, distill_loss -102.06321, time 1523.91433 min
Updates 11400, num timesteps 11401000, FPS 124, mean/median reward 99.1/87.0, min/max reward -13.0/264.0, entropy 0.31830, value loss 16.22383, policy loss -0.16467, distill_loss -179.32979, time 1525.27453 min
Updates 11410, num timesteps 11411000, FPS 124, mean/median reward 102.3/90.0, min/max reward -13.0/319.0, entropy 0.37366, value loss 9.45230, policy loss -0.07573, distill_loss -164.93167, time 1526.62771 min
Updates 11420, num timesteps 11421000, FPS 124, mean/median reward 108.0/91.0, min/max reward -13.0/402.0, entropy 0.40919, value loss 14.37319, policy loss 0.18136, distill_loss -202.90247, time 1527.96425 min
Updates 11430, num timesteps 11431000, FPS 124, mean/median reward 117.7/106.0, min/max reward -13.0/402.0, entropy 0.40224, value loss 282.18454, policy loss 0.47363, distill_loss -173.67458, time 1529.32992 min
Updates 11440, num timesteps 11441000, FPS 124, mean/median reward 122.6/113.0, min/max reward -13.0/402.0, entropy 0.36417, value loss 44.52587, policy loss 0.17024, distill_loss -144.89143, time 1530.67578 min
Updates 11450, num timesteps 11451000, FPS 124, mean/median reward 133.3/121.0, min/max reward -13.0/402.0, entropy 0.34593, value loss 145.86522, policy loss 0.77759, distill_loss -140.61980, time 1532.02807 min
Updates 11460, num timesteps 11461000, FPS 124, mean/median reward 138.4/130.0, min/max reward 17.0/402.0, entropy 0.32660, value loss 61.93348, policy loss -0.14609, distill_loss -197.58101, time 1533.37422 min
Updates 11470, num timesteps 11471000, FPS 124, mean/median reward 145.6/131.0, min/max reward 17.0/402.0, entropy 0.40020, value loss 34.88188, policy loss -0.10673, distill_loss -158.21979, time 1534.72098 min
Updates 11480, num timesteps 11481000, FPS 124, mean/median reward 154.4/141.0, min/max reward 17.0/402.0, entropy 0.39170, value loss 24.61359, policy loss 0.43260, distill_loss -177.21602, time 1536.07324 min
Updates 11490, num timesteps 11491000, FPS 124, mean/median reward 145.7/132.0, min/max reward 17.0/401.0, entropy 0.46506, value loss 42.74543, policy loss -0.09334, distill_loss -176.09958, time 1537.42517 min
Updates 11500, num timesteps 11501000, FPS 124, mean/median reward 157.6/152.0, min/max reward 17.0/401.0, entropy 0.44943, value loss 19.12372, policy loss -0.11932, distill_loss -116.64246, time 1538.78105 min
Updates 11510, num timesteps 11511000, FPS 124, mean/median reward 156.9/151.0, min/max reward 17.0/401.0, entropy 0.43197, value loss 13.26130, policy loss -0.09674, distill_loss -156.32903, time 1540.13671 min
Updates 11520, num timesteps 11521000, FPS 124, mean/median reward 169.0/154.0, min/max reward 45.0/421.0, entropy 0.41766, value loss 57.63047, policy loss 0.12643, distill_loss -214.00922, time 1541.50047 min
Updates 11530, num timesteps 11531000, FPS 124, mean/median reward 169.1/154.0, min/max reward -1.0/421.0, entropy 0.24709, value loss 34.12261, policy loss -0.05069, distill_loss -240.20573, time 1542.86899 min
Updates 11540, num timesteps 11541000, FPS 124, mean/median reward 169.5/155.0, min/max reward -1.0/421.0, entropy 0.35845, value loss 14.54599, policy loss -0.11136, distill_loss -179.00598, time 1544.22050 min
Updates 11550, num timesteps 11551000, FPS 124, mean/median reward 171.4/159.0, min/max reward -1.0/421.0, entropy 0.39976, value loss 29.70404, policy loss 0.11780, distill_loss -200.73868, time 1545.56682 min
Updates 11560, num timesteps 11561000, FPS 124, mean/median reward 163.6/154.0, min/max reward -1.0/421.0, entropy 0.37942, value loss 37.09336, policy loss 0.24107, distill_loss -157.32582, time 1546.91399 min
Updates 11570, num timesteps 11571000, FPS 124, mean/median reward 162.4/154.0, min/max reward -1.0/421.0, entropy 0.03269, value loss 64.10155, policy loss 0.08963, distill_loss -177.23419, time 1548.25085 min
Updates 11580, num timesteps 11581000, FPS 124, mean/median reward 156.9/143.0, min/max reward -1.0/421.0, entropy 0.21647, value loss 6.62109, policy loss -0.27106, distill_loss -379.88138, time 1549.55399 min
Updates 11590, num timesteps 11591000, FPS 124, mean/median reward 152.3/135.0, min/max reward -1.0/353.0, entropy 0.39023, value loss 20.52530, policy loss 0.14187, distill_loss -272.37054, time 1550.87587 min
Updates 11600, num timesteps 11601000, FPS 124, mean/median reward 156.1/135.0, min/max reward -1.0/495.0, entropy 0.42293, value loss 10.17211, policy loss 0.02869, distill_loss -193.05621, time 1552.25910 min
Updates 11610, num timesteps 11611000, FPS 124, mean/median reward 162.6/152.0, min/max reward -1.0/495.0, entropy 0.55737, value loss 8.94456, policy loss -0.01212, distill_loss -191.38043, time 1553.61460 min
Updates 11620, num timesteps 11621000, FPS 124, mean/median reward 160.1/161.0, min/max reward -13.0/495.0, entropy 0.50790, value loss 8.28579, policy loss -0.02464, distill_loss -163.54716, time 1554.96088 min
Updates 11630, num timesteps 11631000, FPS 124, mean/median reward 154.6/146.0, min/max reward -13.0/495.0, entropy 0.51278, value loss 16.21401, policy loss -0.20942, distill_loss -143.21855, time 1556.31930 min
Updates 11640, num timesteps 11641000, FPS 124, mean/median reward 152.3/146.0, min/max reward -13.0/495.0, entropy 0.44471, value loss 65.61534, policy loss 0.33998, distill_loss -153.06479, time 1557.69361 min
Updates 11650, num timesteps 11651000, FPS 124, mean/median reward 144.4/133.0, min/max reward -13.0/495.0, entropy 0.47153, value loss 48.52625, policy loss 0.40913, distill_loss -176.79803, time 1559.05206 min
Updates 11660, num timesteps 11661000, FPS 124, mean/median reward 130.9/106.0, min/max reward -13.0/478.0, entropy 0.47515, value loss 70.00047, policy loss 0.60109, distill_loss -156.68250, time 1560.42573 min
