command line args: main.py --env-name RegularMiniPacmanNoFrameskip-v0 --algo i2a --environment-model MiniModel --distill-coef 10 --entropy-coef 0.02 --num-stack 1 --num-processes 128 --port 5027
Updates 0, num timesteps 640, FPS 100, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60800, value loss 2.21387, policy loss 1.83457, distill_loss -0.04561, time 0.10619 min
Updates 28290, num timesteps 18106240, FPS 432, mean/median reward 72.0/72.0, min/max reward 0.0/243.0, entropy 0.91059, value loss 21.23975, policy loss 0.00343, distill_loss -39.21819, time 697.87653 min
Updates 28300, num timesteps 18112640, FPS 432, mean/median reward 69.8/73.0, min/max reward 0.0/243.0, entropy 0.86797, value loss 29.04133, policy loss -0.09436, distill_loss -38.38572, time 698.12962 min
Updates 28310, num timesteps 18119040, FPS 432, mean/median reward 71.0/73.0, min/max reward 0.0/235.0, entropy 0.80124, value loss 11.17145, policy loss 0.07076, distill_loss -35.26894, time 698.37717 min
Updates 28320, num timesteps 18125440, FPS 432, mean/median reward 68.1/72.0, min/max reward 0.0/235.0, entropy 0.86553, value loss 5.17063, policy loss -0.06251, distill_loss -41.63922, time 698.62881 min
Updates 28330, num timesteps 18131840, FPS 432, mean/median reward 70.1/72.0, min/max reward 0.0/235.0, entropy 0.87076, value loss 3.86856, policy loss 0.05569, distill_loss -33.60015, time 698.88001 min
Updates 28340, num timesteps 18138240, FPS 432, mean/median reward 69.6/71.0, min/max reward 0.0/235.0, entropy 0.89841, value loss 2.82612, policy loss -0.01640, distill_loss -36.68689, time 699.13081 min
Updates 28350, num timesteps 18144640, FPS 432, mean/median reward 71.4/72.0, min/max reward 0.0/235.0, entropy 0.87087, value loss 4.16163, policy loss -0.01151, distill_loss -45.40434, time 699.38270 min
Updates 28360, num timesteps 18151040, FPS 432, mean/median reward 73.8/73.0, min/max reward 0.0/255.0, entropy 0.96693, value loss 10.77587, policy loss 0.06916, distill_loss -25.90182, time 699.59481 min
Updates 28370, num timesteps 18157440, FPS 432, mean/median reward 68.5/70.0, min/max reward 0.0/255.0, entropy 0.87628, value loss 7.92903, policy loss -0.01936, distill_loss -35.64806, time 699.84689 min
Updates 28380, num timesteps 18163840, FPS 432, mean/median reward 68.9/71.0, min/max reward 0.0/255.0, entropy 0.87987, value loss 3.13120, policy loss 0.00664, distill_loss -34.01289, time 700.08896 min
Updates 28390, num timesteps 18170240, FPS 432, mean/median reward 68.7/72.0, min/max reward 0.0/235.0, entropy 0.93074, value loss 4.37522, policy loss -0.05627, distill_loss -29.58515, time 700.33841 min
Updates 28400, num timesteps 18176640, FPS 432, mean/median reward 71.3/75.0, min/max reward 0.0/235.0, entropy 0.90804, value loss 13.38070, policy loss -0.34578, distill_loss -33.85117, time 700.58995 min
Updates 28410, num timesteps 18183040, FPS 432, mean/median reward 69.1/75.0, min/max reward 0.0/235.0, entropy 0.94619, value loss 20.57009, policy loss 0.00340, distill_loss -36.39844, time 700.84754 min
Updates 28420, num timesteps 18189440, FPS 432, mean/median reward 65.9/72.0, min/max reward 0.0/235.0, entropy 0.88766, value loss 5.12596, policy loss -0.14516, distill_loss -29.59104, time 701.09779 min
Updates 28430, num timesteps 18195840, FPS 432, mean/median reward 67.6/71.0, min/max reward 0.0/235.0, entropy 0.86986, value loss 14.14407, policy loss -0.08012, distill_loss -33.84974, time 701.34836 min
Updates 28440, num timesteps 18202240, FPS 432, mean/median reward 68.8/72.0, min/max reward 0.0/235.0, entropy 0.92124, value loss 3.57225, policy loss 0.05360, distill_loss -35.16740, time 701.56670 min
Updates 28450, num timesteps 18208640, FPS 432, mean/median reward 70.0/75.0, min/max reward 0.0/235.0, entropy 0.93830, value loss 4.45811, policy loss -0.10742, distill_loss -34.19511, time 701.81280 min
Updates 28460, num timesteps 18215040, FPS 432, mean/median reward 67.9/72.0, min/max reward 0.0/235.0, entropy 1.05629, value loss 2.65520, policy loss -0.01067, distill_loss -30.12599, time 702.05562 min
Updates 28470, num timesteps 18221440, FPS 432, mean/median reward 66.6/67.0, min/max reward 0.0/235.0, entropy 1.06926, value loss 13.92215, policy loss 0.00804, distill_loss -28.22617, time 702.30502 min
Updates 28480, num timesteps 18227840, FPS 432, mean/median reward 64.9/66.0, min/max reward 0.0/235.0, entropy 1.05472, value loss 1.09176, policy loss 0.01066, distill_loss -30.79707, time 702.55657 min
Updates 28490, num timesteps 18234240, FPS 432, mean/median reward 65.5/68.0, min/max reward 0.0/206.0, entropy 1.08906, value loss 16.00991, policy loss -0.04224, distill_loss -27.54024, time 702.80768 min
Updates 28500, num timesteps 18240640, FPS 432, mean/median reward 65.6/68.0, min/max reward 0.0/206.0, entropy 1.08414, value loss 4.67745, policy loss -0.02419, distill_loss -26.04222, time 703.05686 min
Updates 28510, num timesteps 18247040, FPS 432, mean/median reward 66.2/72.0, min/max reward 0.0/206.0, entropy 1.11005, value loss 2.22756, policy loss -0.00997, distill_loss -23.72710, time 703.32083 min
Updates 28520, num timesteps 18253440, FPS 432, mean/median reward 64.9/72.0, min/max reward 0.0/206.0, entropy 1.06803, value loss 2.75131, policy loss -0.03107, distill_loss -25.29457, time 703.57118 min
Updates 28530, num timesteps 18259840, FPS 432, mean/median reward 68.2/74.0, min/max reward 0.0/206.0, entropy 0.96380, value loss 7.93789, policy loss -0.01188, distill_loss -34.14688, time 703.78313 min
Updates 28540, num timesteps 18266240, FPS 432, mean/median reward 66.4/72.0, min/max reward 0.0/206.0, entropy 0.90236, value loss 9.39447, policy loss -0.00539, distill_loss -29.27519, time 704.03027 min
Updates 28550, num timesteps 18272640, FPS 432, mean/median reward 67.3/72.0, min/max reward 0.0/206.0, entropy 1.05279, value loss 4.05439, policy loss -0.05617, distill_loss -32.24881, time 704.27975 min
Updates 28560, num timesteps 18279040, FPS 432, mean/median reward 68.2/73.0, min/max reward 0.0/206.0, entropy 1.03570, value loss 1.06723, policy loss 0.00306, distill_loss -27.97909, time 704.52530 min
Updates 28570, num timesteps 18285440, FPS 432, mean/median reward 69.3/74.0, min/max reward 0.0/206.0, entropy 0.89884, value loss 8.03418, policy loss -0.01529, distill_loss -33.87703, time 704.77787 min
Updates 28580, num timesteps 18291840, FPS 432, mean/median reward 69.5/75.0, min/max reward 0.0/206.0, entropy 1.04343, value loss 19.30360, policy loss -0.11460, distill_loss -34.37405, time 705.02845 min
Updates 28590, num timesteps 18298240, FPS 432, mean/median reward 68.1/75.0, min/max reward 0.0/206.0, entropy 1.09732, value loss 4.40563, policy loss -0.01046, distill_loss -21.95761, time 705.27497 min
Updates 28600, num timesteps 18304640, FPS 432, mean/median reward 70.0/75.0, min/max reward 0.0/206.0, entropy 1.09996, value loss 2.64634, policy loss -0.04937, distill_loss -31.68477, time 705.52735 min
Updates 28610, num timesteps 18311040, FPS 432, mean/median reward 70.3/75.0, min/max reward 0.0/206.0, entropy 1.05347, value loss 2.78842, policy loss -0.00802, distill_loss -28.93626, time 705.75769 min
Updates 28620, num timesteps 18317440, FPS 432, mean/median reward 71.0/75.0, min/max reward 0.0/206.0, entropy 1.03078, value loss 3.24077, policy loss -0.03258, distill_loss -29.68066, time 706.00572 min
Updates 28630, num timesteps 18323840, FPS 432, mean/median reward 69.1/75.0, min/max reward 0.0/206.0, entropy 1.08265, value loss 1.50810, policy loss 0.01838, distill_loss -32.31768, time 706.25503 min
Updates 28640, num timesteps 18330240, FPS 432, mean/median reward 69.5/75.0, min/max reward 0.0/206.0, entropy 0.85692, value loss 19.73126, policy loss -0.04425, distill_loss -30.39970, time 706.49209 min
Updates 28650, num timesteps 18336640, FPS 432, mean/median reward 66.8/73.0, min/max reward 0.0/206.0, entropy 0.85297, value loss 2.32477, policy loss -0.00618, distill_loss -33.90849, time 706.73547 min
Updates 28660, num timesteps 18343040, FPS 432, mean/median reward 64.1/72.0, min/max reward 0.0/206.0, entropy 0.95010, value loss 8.46497, policy loss -0.07002, distill_loss -28.00356, time 706.98797 min
Updates 28670, num timesteps 18349440, FPS 432, mean/median reward 64.3/72.0, min/max reward 0.0/206.0, entropy 0.92705, value loss 4.91990, policy loss -0.02714, distill_loss -30.91382, time 707.24057 min
Updates 28680, num timesteps 18355840, FPS 432, mean/median reward 68.0/73.0, min/max reward 0.0/223.0, entropy 0.88001, value loss 8.64050, policy loss -0.04916, distill_loss -37.48577, time 707.48674 min
Updates 28690, num timesteps 18362240, FPS 432, mean/median reward 70.0/77.0, min/max reward 0.0/223.0, entropy 0.88187, value loss 3.61133, policy loss -0.03877, distill_loss -34.15490, time 707.72031 min
Updates 28700, num timesteps 18368640, FPS 432, mean/median reward 67.3/76.0, min/max reward 0.0/206.0, entropy 0.94440, value loss 12.42443, policy loss -0.05892, distill_loss -32.78490, time 707.93624 min
Updates 28710, num timesteps 18375040, FPS 432, mean/median reward 66.2/75.0, min/max reward 0.0/206.0, entropy 0.97823, value loss 16.44713, policy loss -0.18400, distill_loss -26.74581, time 708.20173 min
Updates 28720, num timesteps 18381440, FPS 432, mean/median reward 66.8/75.0, min/max reward 0.0/206.0, entropy 0.94542, value loss 6.52950, policy loss -0.07073, distill_loss -33.46448, time 708.45075 min
Updates 28730, num timesteps 18387840, FPS 432, mean/median reward 69.9/76.0, min/max reward 0.0/206.0, entropy 0.89298, value loss 11.85473, policy loss 0.00061, distill_loss -35.39278, time 708.70211 min
Updates 28740, num timesteps 18394240, FPS 432, mean/median reward 72.8/80.0, min/max reward 0.0/206.0, entropy 0.96313, value loss 4.64001, policy loss -0.01014, distill_loss -37.23229, time 708.95373 min
Updates 28750, num timesteps 18400640, FPS 432, mean/median reward 68.0/75.0, min/max reward 0.0/206.0, entropy 0.93786, value loss 7.41315, policy loss -0.04167, distill_loss -34.60384, time 709.20461 min
Updates 28760, num timesteps 18407040, FPS 432, mean/median reward 68.2/75.0, min/max reward 0.0/206.0, entropy 0.98235, value loss 12.09595, policy loss -0.03567, distill_loss -32.26157, time 709.45486 min
Updates 28770, num timesteps 18413440, FPS 432, mean/median reward 65.5/73.0, min/max reward 0.0/206.0, entropy 0.82997, value loss 7.93478, policy loss -0.01751, distill_loss -33.43171, time 709.70258 min
Updates 28780, num timesteps 18419840, FPS 432, mean/median reward 65.7/73.0, min/max reward 0.0/206.0, entropy 0.95415, value loss 3.29922, policy loss -0.00826, distill_loss -29.34956, time 709.91089 min
Updates 28790, num timesteps 18426240, FPS 432, mean/median reward 65.2/75.0, min/max reward 0.0/206.0, entropy 1.03279, value loss 6.45951, policy loss 0.03977, distill_loss -31.27349, time 710.16039 min
Updates 28800, num timesteps 18432640, FPS 432, mean/median reward 66.6/79.0, min/max reward 0.0/206.0, entropy 1.02328, value loss 1.68154, policy loss -0.00382, distill_loss -24.74407, time 710.40861 min
Updates 28810, num timesteps 18439040, FPS 432, mean/median reward 66.5/76.0, min/max reward 0.0/206.0, entropy 1.00278, value loss 3.33167, policy loss 0.01347, distill_loss -33.39727, time 710.67721 min
Updates 28820, num timesteps 18445440, FPS 432, mean/median reward 67.3/76.0, min/max reward 0.0/206.0, entropy 1.00661, value loss 2.08461, policy loss -0.04287, distill_loss -29.83850, time 710.92740 min
Updates 28830, num timesteps 18451840, FPS 432, mean/median reward 67.9/78.0, min/max reward 0.0/206.0, entropy 1.02400, value loss 1.39086, policy loss -0.01255, distill_loss -28.98277, time 711.17877 min
Updates 28840, num timesteps 18458240, FPS 432, mean/median reward 64.9/75.0, min/max reward 0.0/206.0, entropy 1.03510, value loss 2.32418, policy loss -0.07241, distill_loss -25.93000, time 711.42880 min
Updates 28850, num timesteps 18464640, FPS 432, mean/median reward 63.7/73.0, min/max reward 0.0/206.0, entropy 0.88778, value loss 13.32922, policy loss -0.05909, distill_loss -28.60617, time 711.67915 min
Updates 28860, num timesteps 18471040, FPS 432, mean/median reward 66.2/76.0, min/max reward 0.0/206.0, entropy 0.73857, value loss 2.63625, policy loss -0.03335, distill_loss -37.50613, time 711.89839 min
Updates 28870, num timesteps 18477440, FPS 432, mean/median reward 62.9/72.0, min/max reward 0.0/206.0, entropy 0.90719, value loss 7.71182, policy loss -0.05694, distill_loss -33.91261, time 712.14781 min
Updates 28880, num timesteps 18483840, FPS 432, mean/median reward 69.5/73.0, min/max reward 0.0/238.0, entropy 0.84135, value loss 2.22122, policy loss -0.02414, distill_loss -30.29697, time 712.39813 min
Updates 28890, num timesteps 18490240, FPS 432, mean/median reward 65.8/73.0, min/max reward 1.0/217.0, entropy 0.78562, value loss 14.91436, policy loss 0.02281, distill_loss -40.94724, time 712.65382 min
Updates 28900, num timesteps 18496640, FPS 432, mean/median reward 71.3/79.0, min/max reward 1.0/213.0, entropy 0.75541, value loss 2.48481, policy loss 0.00377, distill_loss -41.85641, time 712.90910 min
Updates 28910, num timesteps 18503040, FPS 432, mean/median reward 72.1/73.0, min/max reward 1.0/236.0, entropy 0.76744, value loss 9.03760, policy loss -0.08268, distill_loss -34.21020, time 713.17775 min
Updates 28920, num timesteps 18509440, FPS 432, mean/median reward 72.5/75.0, min/max reward 1.0/236.0, entropy 0.80913, value loss 11.94031, policy loss 0.01202, distill_loss -35.91273, time 713.42778 min
Updates 28930, num timesteps 18515840, FPS 432, mean/median reward 69.1/77.0, min/max reward 1.0/236.0, entropy 0.96784, value loss 2.07510, policy loss 0.06143, distill_loss -28.90393, time 713.67941 min
Updates 28940, num timesteps 18522240, FPS 432, mean/median reward 64.6/71.0, min/max reward 1.0/236.0, entropy 0.96803, value loss 2.60425, policy loss 0.04768, distill_loss -30.79625, time 713.90921 min
Updates 28950, num timesteps 18528640, FPS 432, mean/median reward 66.5/73.0, min/max reward 1.0/236.0, entropy 0.91668, value loss 1.98828, policy loss -0.01964, distill_loss -36.66150, time 714.14000 min
Updates 28960, num timesteps 18535040, FPS 432, mean/median reward 67.5/72.0, min/max reward 1.0/236.0, entropy 0.93212, value loss 1.47712, policy loss -0.03821, distill_loss -31.12535, time 714.39028 min
Updates 28970, num timesteps 18541440, FPS 432, mean/median reward 66.9/73.0, min/max reward 0.0/236.0, entropy 0.97564, value loss 5.59118, policy loss -0.02853, distill_loss -36.06476, time 714.64027 min
Updates 28980, num timesteps 18547840, FPS 432, mean/median reward 67.9/73.0, min/max reward 0.0/236.0, entropy 0.84211, value loss 2.03169, policy loss -0.07974, distill_loss -34.42549, time 714.88783 min
Updates 28990, num timesteps 18554240, FPS 432, mean/median reward 69.3/75.0, min/max reward 0.0/236.0, entropy 1.02685, value loss 2.87527, policy loss -0.01511, distill_loss -32.22331, time 715.13515 min
Updates 29000, num timesteps 18560640, FPS 432, mean/median reward 68.9/75.0, min/max reward 0.0/236.0, entropy 0.97136, value loss 4.60609, policy loss -0.02857, distill_loss -29.39386, time 715.38695 min
Updates 29010, num timesteps 18567040, FPS 432, mean/median reward 67.5/73.0, min/max reward 0.0/236.0, entropy 0.91247, value loss 17.90117, policy loss 0.02840, distill_loss -38.30469, time 715.65407 min
Updates 29020, num timesteps 18573440, FPS 432, mean/median reward 74.2/79.0, min/max reward 0.0/249.0, entropy 0.92583, value loss 1.69616, policy loss 0.02040, distill_loss -32.54353, time 715.90203 min
Updates 29030, num timesteps 18579840, FPS 432, mean/median reward 75.0/75.0, min/max reward 0.0/249.0, entropy 0.97861, value loss 13.09732, policy loss 0.32869, distill_loss -30.35296, time 716.12138 min
Updates 29040, num timesteps 18586240, FPS 432, mean/median reward 71.4/74.0, min/max reward 0.0/236.0, entropy 0.93149, value loss 3.04508, policy loss -0.04457, distill_loss -36.75182, time 716.37282 min
Updates 29050, num timesteps 18592640, FPS 432, mean/median reward 72.6/75.0, min/max reward 0.0/236.0, entropy 0.95200, value loss 1.49696, policy loss 0.00608, distill_loss -41.11442, time 716.62417 min
Updates 29060, num timesteps 18599040, FPS 432, mean/median reward 70.7/73.0, min/max reward 0.0/236.0, entropy 0.90652, value loss 5.13491, policy loss -0.01153, distill_loss -35.91935, time 716.87444 min
Updates 29070, num timesteps 18605440, FPS 432, mean/median reward 70.4/75.0, min/max reward 0.0/236.0, entropy 0.90664, value loss 3.67001, policy loss -0.04079, distill_loss -34.76583, time 717.12460 min
Updates 29080, num timesteps 18611840, FPS 432, mean/median reward 75.9/80.0, min/max reward 0.0/236.0, entropy 0.91722, value loss 2.12719, policy loss 0.03704, distill_loss -42.78587, time 717.37124 min
Updates 29090, num timesteps 18618240, FPS 432, mean/median reward 73.1/75.0, min/max reward 0.0/236.0, entropy 0.85804, value loss 4.06594, policy loss -0.04707, distill_loss -39.67448, time 717.62479 min
Updates 29100, num timesteps 18624640, FPS 432, mean/median reward 74.7/76.0, min/max reward 0.0/236.0, entropy 0.85189, value loss 2.61375, policy loss -0.02055, distill_loss -39.12134, time 717.87825 min
Updates 29110, num timesteps 18631040, FPS 432, mean/median reward 70.8/76.0, min/max reward 0.0/236.0, entropy 0.83925, value loss 1.96672, policy loss 0.01423, distill_loss -38.60331, time 718.11233 min
Updates 29120, num timesteps 18637440, FPS 432, mean/median reward 68.8/73.0, min/max reward 0.0/236.0, entropy 0.88384, value loss 5.53400, policy loss 0.05749, distill_loss -39.39218, time 718.36431 min
Updates 29130, num timesteps 18643840, FPS 432, mean/median reward 67.5/72.0, min/max reward 0.0/236.0, entropy 0.74136, value loss 4.71984, policy loss -0.04492, distill_loss -39.18894, time 718.61441 min
Updates 29140, num timesteps 18650240, FPS 432, mean/median reward 70.4/74.0, min/max reward 0.0/236.0, entropy 0.90806, value loss 4.15532, policy loss 0.00403, distill_loss -35.28715, time 718.86526 min
Updates 29150, num timesteps 18656640, FPS 432, mean/median reward 71.0/75.0, min/max reward 0.0/236.0, entropy 0.92359, value loss 20.69589, policy loss 0.37665, distill_loss -36.78478, time 719.11857 min
Updates 29160, num timesteps 18663040, FPS 432, mean/median reward 68.9/73.0, min/max reward 0.0/236.0, entropy 0.83477, value loss 25.85673, policy loss 0.05857, distill_loss -39.14453, time 719.36970 min
Updates 29170, num timesteps 18669440, FPS 432, mean/median reward 67.3/73.0, min/max reward 0.0/236.0, entropy 0.82875, value loss 12.10810, policy loss 0.01854, distill_loss -39.43420, time 719.62103 min
Updates 29180, num timesteps 18675840, FPS 432, mean/median reward 70.8/74.0, min/max reward 0.0/238.0, entropy 0.82908, value loss 2.86623, policy loss 0.05898, distill_loss -44.29552, time 719.87249 min
Updates 29190, num timesteps 18682240, FPS 432, mean/median reward 72.6/82.0, min/max reward 0.0/236.0, entropy 0.84894, value loss 3.66362, policy loss -0.01265, distill_loss -35.90424, time 720.08849 min
Updates 29200, num timesteps 18688640, FPS 432, mean/median reward 70.5/75.0, min/max reward 0.0/236.0, entropy 0.82211, value loss 10.64993, policy loss -0.08686, distill_loss -41.90954, time 720.34041 min
Updates 29210, num timesteps 18695040, FPS 432, mean/median reward 70.7/75.0, min/max reward 0.0/236.0, entropy 0.83297, value loss 2.08544, policy loss -0.12581, distill_loss -38.88971, time 720.60792 min
Updates 29220, num timesteps 18701440, FPS 432, mean/median reward 72.8/76.0, min/max reward 0.0/236.0, entropy 0.93311, value loss 18.20576, policy loss -0.23504, distill_loss -38.01492, time 720.85704 min
Updates 29230, num timesteps 18707840, FPS 432, mean/median reward 72.0/76.0, min/max reward 0.0/236.0, entropy 0.85104, value loss 3.70319, policy loss -0.04400, distill_loss -40.91530, time 721.10972 min
Updates 29240, num timesteps 18714240, FPS 432, mean/median reward 73.0/79.0, min/max reward 0.0/236.0, entropy 0.83813, value loss 4.64787, policy loss -0.05795, distill_loss -37.71661, time 721.36133 min
Updates 29250, num timesteps 18720640, FPS 432, mean/median reward 69.0/75.0, min/max reward 0.0/236.0, entropy 0.93253, value loss 5.40398, policy loss 0.04340, distill_loss -31.92806, time 721.61109 min
Updates 29260, num timesteps 18727040, FPS 432, mean/median reward 73.8/82.0, min/max reward 0.0/236.0, entropy 0.90452, value loss 4.35591, policy loss -0.09737, distill_loss -39.08445, time 721.86131 min
Updates 29270, num timesteps 18733440, FPS 432, mean/median reward 73.9/80.0, min/max reward 0.0/236.0, entropy 0.91218, value loss 10.11237, policy loss -0.00245, distill_loss -36.29848, time 722.09680 min
Updates 29280, num timesteps 18739840, FPS 432, mean/median reward 72.3/78.0, min/max reward 0.0/236.0, entropy 0.94989, value loss 2.71795, policy loss 0.02774, distill_loss -37.20211, time 722.32934 min
Updates 29290, num timesteps 18746240, FPS 432, mean/median reward 70.4/75.0, min/max reward 0.0/236.0, entropy 0.88865, value loss 5.61823, policy loss 0.03987, distill_loss -33.87762, time 722.57971 min
Updates 29300, num timesteps 18752640, FPS 432, mean/median reward 69.2/73.0, min/max reward 0.0/236.0, entropy 0.69543, value loss 16.46206, policy loss -0.00053, distill_loss -36.84751, time 722.82271 min
Updates 29310, num timesteps 18759040, FPS 432, mean/median reward 68.8/74.0, min/max reward 0.0/236.0, entropy 0.79363, value loss 1.81750, policy loss 0.05404, distill_loss -39.22831, time 723.08442 min
Updates 29320, num timesteps 18765440, FPS 432, mean/median reward 68.9/77.0, min/max reward 0.0/236.0, entropy 0.99524, value loss 2.40222, policy loss 0.02752, distill_loss -34.43586, time 723.33453 min
Updates 29330, num timesteps 18771840, FPS 432, mean/median reward 67.8/75.0, min/max reward 0.0/236.0, entropy 0.97723, value loss 10.38983, policy loss -0.03205, distill_loss -33.28626, time 723.58650 min
Updates 29340, num timesteps 18778240, FPS 432, mean/median reward 66.8/72.0, min/max reward 0.0/236.0, entropy 0.95586, value loss 6.18435, policy loss -0.06065, distill_loss -32.20155, time 723.83623 min
Updates 29350, num timesteps 18784640, FPS 432, mean/median reward 68.7/72.0, min/max reward 0.0/236.0, entropy 0.91493, value loss 3.04784, policy loss 0.00533, distill_loss -29.52093, time 724.08686 min
Updates 29360, num timesteps 18791040, FPS 432, mean/median reward 67.0/72.0, min/max reward 0.0/236.0, entropy 0.88129, value loss 20.19336, policy loss -0.07685, distill_loss -37.33617, time 724.30693 min
Updates 29370, num timesteps 18797440, FPS 432, mean/median reward 67.5/72.0, min/max reward 0.0/236.0, entropy 0.82433, value loss 2.01202, policy loss -0.02168, distill_loss -42.70565, time 724.54977 min
Updates 29380, num timesteps 18803840, FPS 432, mean/median reward 69.2/72.0, min/max reward 0.0/236.0, entropy 0.93705, value loss 8.33319, policy loss -0.05435, distill_loss -32.45929, time 724.79686 min
Updates 29390, num timesteps 18810240, FPS 432, mean/median reward 67.6/73.0, min/max reward 0.0/236.0, entropy 0.94630, value loss 5.10461, policy loss 0.00224, distill_loss -38.59325, time 725.04813 min
Updates 29400, num timesteps 18816640, FPS 432, mean/median reward 68.7/73.0, min/max reward 0.0/236.0, entropy 0.77536, value loss 2.46537, policy loss -0.03794, distill_loss -43.50622, time 725.30133 min
Updates 29410, num timesteps 18823040, FPS 432, mean/median reward 72.9/75.0, min/max reward 0.0/249.0, entropy 0.92045, value loss 15.09525, policy loss -0.01514, distill_loss -38.62011, time 725.56864 min
Updates 29420, num timesteps 18829440, FPS 432, mean/median reward 73.1/75.0, min/max reward 0.0/249.0, entropy 0.82953, value loss 5.48851, policy loss -0.04343, distill_loss -40.80343, time 725.82151 min
Updates 29430, num timesteps 18835840, FPS 432, mean/median reward 69.7/73.0, min/max reward 0.0/236.0, entropy 0.87966, value loss 7.18927, policy loss -0.07208, distill_loss -38.28654, time 726.07506 min
Updates 29440, num timesteps 18842240, FPS 432, mean/median reward 70.5/74.0, min/max reward 0.0/236.0, entropy 0.74322, value loss 20.86300, policy loss 0.41140, distill_loss -39.90368, time 726.29233 min
Updates 29450, num timesteps 18848640, FPS 432, mean/median reward 69.2/74.0, min/max reward 0.0/236.0, entropy 0.86505, value loss 2.21278, policy loss -0.13324, distill_loss -37.69451, time 726.54455 min
Updates 29460, num timesteps 18855040, FPS 432, mean/median reward 70.9/75.0, min/max reward 0.0/236.0, entropy 0.96866, value loss 17.54683, policy loss -0.09454, distill_loss -36.28422, time 726.79705 min
Updates 29470, num timesteps 18861440, FPS 432, mean/median reward 67.0/72.0, min/max reward 0.0/236.0, entropy 0.99365, value loss 7.25605, policy loss 0.07796, distill_loss -32.91323, time 727.05220 min
Updates 29480, num timesteps 18867840, FPS 432, mean/median reward 64.2/68.0, min/max reward 0.0/236.0, entropy 0.88144, value loss 5.68231, policy loss -0.02593, distill_loss -33.67258, time 727.30219 min
Updates 29490, num timesteps 18874240, FPS 432, mean/median reward 64.8/68.0, min/max reward 0.0/236.0, entropy 0.91580, value loss 1.70798, policy loss -0.03741, distill_loss -31.08261, time 727.55286 min
Updates 29500, num timesteps 18880640, FPS 432, mean/median reward 68.7/69.0, min/max reward 0.0/236.0, entropy 0.71184, value loss 3.11669, policy loss -0.01052, distill_loss -41.79397, time 727.80747 min
Updates 29510, num timesteps 18887040, FPS 432, mean/median reward 69.6/72.0, min/max reward 0.0/188.0, entropy 0.80892, value loss 4.25727, policy loss -0.10191, distill_loss -41.14628, time 728.07189 min
Updates 29520, num timesteps 18893440, FPS 432, mean/median reward 65.9/68.0, min/max reward 0.0/188.0, entropy 0.70887, value loss 2.01524, policy loss -0.00245, distill_loss -41.89625, time 728.30964 min
Updates 29530, num timesteps 18899840, FPS 432, mean/median reward 67.0/68.0, min/max reward 0.0/192.0, entropy 0.69101, value loss 2.75097, policy loss -0.00137, distill_loss -43.55626, time 728.56202 min
Updates 29540, num timesteps 18906240, FPS 432, mean/median reward 68.8/74.0, min/max reward 0.0/192.0, entropy 0.80585, value loss 6.71199, policy loss -0.00360, distill_loss -42.37748, time 728.81508 min
Updates 29550, num timesteps 18912640, FPS 432, mean/median reward 69.8/74.0, min/max reward 0.0/233.0, entropy 0.79500, value loss 3.08537, policy loss 0.05356, distill_loss -44.99323, time 729.06499 min
Updates 29560, num timesteps 18919040, FPS 432, mean/median reward 71.0/75.0, min/max reward 0.0/238.0, entropy 0.79210, value loss 6.75785, policy loss -0.09186, distill_loss -44.51471, time 729.31517 min
Updates 29570, num timesteps 18925440, FPS 432, mean/median reward 70.2/72.0, min/max reward 0.0/238.0, entropy 0.83164, value loss 12.91176, policy loss -0.29921, distill_loss -39.87981, time 729.56720 min
Updates 29580, num timesteps 18931840, FPS 432, mean/median reward 77.4/77.0, min/max reward 0.0/238.0, entropy 0.73335, value loss 11.36178, policy loss -0.01881, distill_loss -41.90028, time 729.82105 min
Updates 29590, num timesteps 18938240, FPS 432, mean/median reward 75.2/77.0, min/max reward 0.0/238.0, entropy 0.86967, value loss 2.66704, policy loss -0.07658, distill_loss -42.05220, time 730.07197 min
Updates 29600, num timesteps 18944640, FPS 432, mean/median reward 72.3/77.0, min/max reward 1.0/233.0, entropy 0.83242, value loss 2.61715, policy loss -0.05219, distill_loss -43.63185, time 730.31515 min
Updates 29610, num timesteps 18951040, FPS 432, mean/median reward 69.9/76.0, min/max reward 1.0/233.0, entropy 0.82948, value loss 3.92856, policy loss -0.03855, distill_loss -39.11932, time 730.58346 min
Updates 29620, num timesteps 18957440, FPS 432, mean/median reward 70.5/72.0, min/max reward 1.0/233.0, entropy 0.87745, value loss 3.52926, policy loss 0.00063, distill_loss -36.33854, time 730.83447 min
Updates 29630, num timesteps 18963840, FPS 432, mean/median reward 70.0/72.0, min/max reward 0.0/233.0, entropy 0.92567, value loss 4.45221, policy loss 0.06823, distill_loss -40.16970, time 731.08657 min
Updates 29640, num timesteps 18970240, FPS 432, mean/median reward 70.8/75.0, min/max reward 0.0/233.0, entropy 0.92102, value loss 4.70443, policy loss -0.04084, distill_loss -36.38737, time 731.33964 min
Updates 29650, num timesteps 18976640, FPS 432, mean/median reward 72.9/78.0, min/max reward 0.0/233.0, entropy 0.83517, value loss 2.04078, policy loss 0.02879, distill_loss -44.44535, time 731.59091 min
Updates 29660, num timesteps 18983040, FPS 432, mean/median reward 73.9/79.0, min/max reward 1.0/233.0, entropy 0.98340, value loss 7.06193, policy loss -0.01917, distill_loss -37.90973, time 731.84221 min
