command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 30 --port 5557 --log-dir /tmp/i2a/MsPacman_dSSM_DET_5rollouts --i2a-rollout-steps 5 --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 300, FPS 59, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00122, policy loss -0.00441, distill_loss -0.00355, time 0.08345 min
Updates 2970, num timesteps 891300, FPS 67, mean/median reward 36.3/17.0, min/max reward -12.0/227.0, entropy 1.50158, value loss 16.89694, policy loss 1.45542, distill_loss -33.96128, time 221.49120 min
Updates 2980, num timesteps 894300, FPS 67, mean/median reward 35.9/18.0, min/max reward -8.0/227.0, entropy 1.49148, value loss 4.45403, policy loss -0.26076, distill_loss -21.39062, time 222.22464 min
Updates 2990, num timesteps 897300, FPS 67, mean/median reward 25.9/18.0, min/max reward -8.0/91.0, entropy 1.26531, value loss 11.28711, policy loss 0.71991, distill_loss -41.37884, time 222.97260 min
Updates 3000, num timesteps 900300, FPS 67, mean/median reward 23.3/18.0, min/max reward -8.0/91.0, entropy 1.29607, value loss 4.90930, policy loss -0.60493, distill_loss -32.65239, time 223.70721 min
Updates 3010, num timesteps 903300, FPS 67, mean/median reward 27.1/21.0, min/max reward -8.0/96.0, entropy 1.41025, value loss 3.96807, policy loss -0.10991, distill_loss -21.84442, time 224.44615 min
Updates 3020, num timesteps 906300, FPS 67, mean/median reward 29.1/21.0, min/max reward -8.0/96.0, entropy 1.00765, value loss 2.27036, policy loss 0.65375, distill_loss -34.29514, time 225.19650 min
Updates 3030, num timesteps 909300, FPS 67, mean/median reward 28.6/21.0, min/max reward -8.0/96.0, entropy 1.21492, value loss 5.17603, policy loss -0.80135, distill_loss -27.72238, time 225.94569 min
Updates 3040, num timesteps 912300, FPS 67, mean/median reward 29.5/26.0, min/max reward -8.0/96.0, entropy 1.40571, value loss 5.35903, policy loss -0.57754, distill_loss -24.70604, time 226.68463 min
Updates 3050, num timesteps 915300, FPS 67, mean/median reward 23.2/21.0, min/max reward -6.0/78.0, entropy 1.28180, value loss 11.46018, policy loss -1.07268, distill_loss -33.65624, time 227.42953 min
Updates 3060, num timesteps 918300, FPS 67, mean/median reward 21.1/13.0, min/max reward -6.0/78.0, entropy 1.44697, value loss 3.73978, policy loss 0.11851, distill_loss -28.43803, time 228.19168 min
Updates 3070, num timesteps 921300, FPS 67, mean/median reward 19.8/12.0, min/max reward -6.0/78.0, entropy 1.48659, value loss 6.53260, policy loss -1.15123, distill_loss -30.02621, time 228.95838 min
Updates 3080, num timesteps 924300, FPS 67, mean/median reward 17.1/7.0, min/max reward -7.0/78.0, entropy 1.36839, value loss 2.71735, policy loss 0.43859, distill_loss -24.12584, time 229.70664 min
Updates 3090, num timesteps 927300, FPS 67, mean/median reward 24.2/10.0, min/max reward -7.0/241.0, entropy 1.42522, value loss 55.32445, policy loss 1.73676, distill_loss -26.14216, time 230.44906 min
Updates 3100, num timesteps 930300, FPS 67, mean/median reward 20.7/5.0, min/max reward -8.0/241.0, entropy 1.45873, value loss 2.48437, policy loss -0.07265, distill_loss -25.11709, time 231.19561 min
Updates 3110, num timesteps 933300, FPS 67, mean/median reward 26.5/5.0, min/max reward -12.0/241.0, entropy 1.74576, value loss 0.60221, policy loss 0.13117, distill_loss -21.68865, time 231.92647 min
Updates 3120, num timesteps 936300, FPS 67, mean/median reward 23.7/5.0, min/max reward -12.0/241.0, entropy 1.55000, value loss 1.87299, policy loss 0.38164, distill_loss -25.75051, time 232.68413 min
Updates 3130, num timesteps 939300, FPS 67, mean/median reward 24.6/5.0, min/max reward -12.0/241.0, entropy 1.65223, value loss 1.87343, policy loss -0.04256, distill_loss -21.93107, time 233.42332 min
Updates 3140, num timesteps 942300, FPS 67, mean/median reward 27.5/12.0, min/max reward -12.0/241.0, entropy 1.71036, value loss 1.53943, policy loss -0.18776, distill_loss -22.21536, time 234.17146 min
Updates 3150, num timesteps 945300, FPS 67, mean/median reward 21.4/12.0, min/max reward -13.0/137.0, entropy 1.73277, value loss 1.58838, policy loss 0.45098, distill_loss -25.90141, time 234.91529 min
Updates 3160, num timesteps 948300, FPS 67, mean/median reward 20.4/9.0, min/max reward -13.0/137.0, entropy 1.56770, value loss 1.37686, policy loss 0.62517, distill_loss -29.05475, time 235.66726 min
Updates 3170, num timesteps 951300, FPS 67, mean/median reward 12.3/4.0, min/max reward -13.0/90.0, entropy 1.70485, value loss 14.23311, policy loss 0.21834, distill_loss -19.62305, time 236.41777 min
Updates 3180, num timesteps 954300, FPS 67, mean/median reward 11.9/1.0, min/max reward -13.0/90.0, entropy 1.58509, value loss 13.62363, policy loss -0.18701, distill_loss -27.13575, time 237.16997 min
Updates 3190, num timesteps 957300, FPS 67, mean/median reward 11.0/-2.0, min/max reward -13.0/117.0, entropy 1.56293, value loss 10.73060, policy loss 0.39335, distill_loss -26.81610, time 237.91089 min
Updates 3200, num timesteps 960300, FPS 67, mean/median reward 14.5/1.0, min/max reward -12.0/117.0, entropy 1.69223, value loss 3.19687, policy loss 0.60088, distill_loss -18.64029, time 238.67578 min
Updates 3210, num timesteps 963300, FPS 67, mean/median reward 13.0/1.0, min/max reward -12.0/117.0, entropy 1.48732, value loss 3.02159, policy loss 0.15181, distill_loss -17.73946, time 239.44094 min
Updates 3220, num timesteps 966300, FPS 67, mean/median reward 15.0/7.0, min/max reward -10.0/117.0, entropy 1.59400, value loss 3.64772, policy loss 0.22171, distill_loss -18.19890, time 240.19939 min
Updates 3230, num timesteps 969300, FPS 67, mean/median reward 19.6/10.0, min/max reward -8.0/117.0, entropy 1.58752, value loss 2.09338, policy loss 0.87106, distill_loss -19.36970, time 240.94760 min
Updates 3240, num timesteps 972300, FPS 67, mean/median reward 22.3/16.0, min/max reward -6.0/117.0, entropy 1.69428, value loss 14.30639, policy loss 1.04088, distill_loss -17.65161, time 241.69629 min
Updates 3250, num timesteps 975300, FPS 67, mean/median reward 24.3/7.0, min/max reward -14.0/231.0, entropy 1.67075, value loss 1.67260, policy loss -0.04067, distill_loss -24.42742, time 242.44800 min
Updates 3260, num timesteps 978300, FPS 67, mean/median reward 22.8/6.0, min/max reward -14.0/231.0, entropy 1.67887, value loss 1.33700, policy loss 0.46000, distill_loss -18.93186, time 243.20873 min
Updates 3270, num timesteps 981300, FPS 67, mean/median reward 25.7/6.0, min/max reward -14.0/231.0, entropy 1.19023, value loss 4.89686, policy loss 0.57895, distill_loss -35.19577, time 243.98597 min
Updates 3280, num timesteps 984300, FPS 67, mean/median reward 24.3/5.0, min/max reward -14.0/231.0, entropy 0.89483, value loss 12.23026, policy loss -0.38249, distill_loss -49.35339, time 244.76059 min
Updates 3290, num timesteps 987300, FPS 67, mean/median reward 23.8/5.0, min/max reward -14.0/231.0, entropy 1.39287, value loss 2.79720, policy loss -0.18464, distill_loss -25.69880, time 245.49594 min
Updates 3300, num timesteps 990300, FPS 67, mean/median reward 33.2/10.0, min/max reward -14.0/231.0, entropy 1.45046, value loss 4.37799, policy loss -0.56750, distill_loss -25.31298, time 246.24120 min
Updates 3310, num timesteps 993300, FPS 67, mean/median reward 31.4/25.0, min/max reward -14.0/133.0, entropy 1.34871, value loss 4.98948, policy loss 0.32411, distill_loss -32.45542, time 246.99387 min
Updates 3320, num timesteps 996300, FPS 67, mean/median reward 33.8/28.0, min/max reward -14.0/133.0, entropy 1.32990, value loss 7.99430, policy loss -0.88391, distill_loss -37.95366, time 247.76222 min
Updates 3330, num timesteps 999300, FPS 67, mean/median reward 34.1/28.0, min/max reward -14.0/133.0, entropy 1.00060, value loss 22.54946, policy loss 0.34693, distill_loss -40.06748, time 248.53055 min
Updates 3340, num timesteps 1002300, FPS 67, mean/median reward 32.5/19.0, min/max reward -14.0/133.0, entropy 0.45006, value loss 3.15297, policy loss -0.31534, distill_loss -89.32280, time 249.27815 min
Updates 3350, num timesteps 1005300, FPS 67, mean/median reward 40.0/28.0, min/max reward -17.0/149.0, entropy 0.98928, value loss 1.08261, policy loss 0.02521, distill_loss -34.53329, time 250.01015 min
Updates 3360, num timesteps 1008300, FPS 67, mean/median reward 38.5/28.0, min/max reward -20.0/200.0, entropy 1.27689, value loss 3.82399, policy loss 0.29180, distill_loss -24.05428, time 250.75977 min
Updates 3370, num timesteps 1011300, FPS 67, mean/median reward 40.1/33.0, min/max reward -20.0/200.0, entropy 1.17726, value loss 0.88780, policy loss 0.11922, distill_loss -35.44913, time 251.53708 min
Updates 3380, num timesteps 1014300, FPS 67, mean/median reward 41.6/37.0, min/max reward -20.0/200.0, entropy 0.98564, value loss 1.33480, policy loss 0.14467, distill_loss -40.09182, time 252.28349 min
Updates 3390, num timesteps 1017300, FPS 67, mean/median reward 40.9/38.0, min/max reward -20.0/200.0, entropy 0.90568, value loss 9.06289, policy loss 0.10263, distill_loss -42.24828, time 253.01278 min
Updates 3400, num timesteps 1020300, FPS 67, mean/median reward 41.7/38.0, min/max reward -20.0/200.0, entropy 1.01897, value loss 17.95511, policy loss 0.87631, distill_loss -35.52079, time 253.76572 min
Updates 3410, num timesteps 1023300, FPS 67, mean/median reward 39.3/38.0, min/max reward -20.0/200.0, entropy 0.50744, value loss 5.78438, policy loss -0.16153, distill_loss -56.64525, time 254.51747 min
Updates 3420, num timesteps 1026300, FPS 67, mean/median reward 40.1/38.0, min/max reward -20.0/200.0, entropy 1.24166, value loss 1.14559, policy loss 0.11501, distill_loss -29.67721, time 255.24185 min
Updates 3430, num timesteps 1029300, FPS 67, mean/median reward 36.0/31.0, min/max reward -8.0/200.0, entropy 1.45648, value loss 6.00506, policy loss -0.70245, distill_loss -36.99525, time 255.98583 min
Updates 3440, num timesteps 1032300, FPS 67, mean/median reward 33.3/31.0, min/max reward -8.0/72.0, entropy 1.30508, value loss 4.80776, policy loss -0.37940, distill_loss -37.22405, time 256.74507 min
Updates 3450, num timesteps 1035300, FPS 67, mean/median reward 32.7/31.0, min/max reward -6.0/88.0, entropy 1.04418, value loss 1.32638, policy loss 0.11127, distill_loss -29.67555, time 257.49999 min
Updates 3460, num timesteps 1038300, FPS 67, mean/median reward 31.0/28.0, min/max reward -6.0/88.0, entropy 0.98249, value loss 2.88928, policy loss -0.19348, distill_loss -29.22473, time 258.25465 min
Updates 3470, num timesteps 1041300, FPS 67, mean/median reward 33.6/29.0, min/max reward -6.0/93.0, entropy 0.98062, value loss 10.42357, policy loss -0.65723, distill_loss -31.92419, time 258.97971 min
Updates 3480, num timesteps 1044300, FPS 67, mean/median reward 33.6/30.0, min/max reward -6.0/93.0, entropy 0.77657, value loss 3.55935, policy loss -0.45158, distill_loss -34.18661, time 259.70842 min
Updates 3490, num timesteps 1047300, FPS 67, mean/median reward 32.2/28.0, min/max reward -6.0/160.0, entropy 1.04274, value loss 87.61763, policy loss 1.79211, distill_loss -29.63612, time 260.44037 min
Updates 3500, num timesteps 1050300, FPS 67, mean/median reward 33.5/28.0, min/max reward -6.0/160.0, entropy 1.21712, value loss 1.77092, policy loss 0.21236, distill_loss -24.14779, time 261.18671 min
Updates 3510, num timesteps 1053300, FPS 67, mean/median reward 34.4/28.0, min/max reward 3.0/160.0, entropy 1.10334, value loss 13.83917, policy loss 0.83098, distill_loss -26.65692, time 261.93858 min
Updates 3520, num timesteps 1056300, FPS 67, mean/median reward 36.1/29.0, min/max reward 3.0/160.0, entropy 0.84634, value loss 2.22936, policy loss 0.16836, distill_loss -26.56416, time 262.67389 min
Updates 3530, num timesteps 1059300, FPS 67, mean/median reward 37.2/28.0, min/max reward 1.0/160.0, entropy 0.87777, value loss 4.84821, policy loss 0.08565, distill_loss -27.51347, time 263.41182 min
Updates 3540, num timesteps 1062300, FPS 67, mean/median reward 33.9/26.0, min/max reward 1.0/143.0, entropy 1.02703, value loss 0.81033, policy loss 0.04775, distill_loss -25.35637, time 264.15229 min
Updates 3550, num timesteps 1065300, FPS 67, mean/median reward 33.2/26.0, min/max reward 1.0/143.0, entropy 1.08595, value loss 2.78509, policy loss 0.00739, distill_loss -28.73673, time 264.87785 min
Updates 3560, num timesteps 1068300, FPS 67, mean/median reward 31.4/19.0, min/max reward 1.0/143.0, entropy 1.17340, value loss 2.53748, policy loss 0.08680, distill_loss -32.12530, time 265.62142 min
Updates 3570, num timesteps 1071300, FPS 67, mean/median reward 28.9/18.0, min/max reward -5.0/143.0, entropy 1.43716, value loss 2.00873, policy loss -0.34829, distill_loss -26.59850, time 266.36835 min
Updates 3580, num timesteps 1074300, FPS 67, mean/median reward 26.8/12.0, min/max reward -5.0/143.0, entropy 1.11905, value loss 5.70984, policy loss -0.59499, distill_loss -30.39497, time 267.11060 min
Updates 3590, num timesteps 1077300, FPS 67, mean/median reward 26.3/12.0, min/max reward -5.0/143.0, entropy 0.84472, value loss 0.71329, policy loss 0.06295, distill_loss -42.61595, time 267.85942 min
Updates 3600, num timesteps 1080300, FPS 67, mean/median reward 25.2/12.0, min/max reward -5.0/143.0, entropy 1.44050, value loss 9.22165, policy loss 0.40769, distill_loss -21.63910, time 268.59589 min
Updates 3610, num timesteps 1083300, FPS 67, mean/median reward 23.1/19.0, min/max reward -5.0/88.0, entropy 1.41930, value loss 3.45942, policy loss 0.65076, distill_loss -18.98581, time 269.32717 min
Updates 3620, num timesteps 1086300, FPS 67, mean/median reward 23.3/19.0, min/max reward -5.0/88.0, entropy 1.25250, value loss 2.80131, policy loss -0.08041, distill_loss -23.76488, time 270.07563 min
Updates 3630, num timesteps 1089300, FPS 67, mean/median reward 23.7/19.0, min/max reward -5.0/88.0, entropy 0.20532, value loss 4.19533, policy loss -0.09528, distill_loss -289.76288, time 270.84140 min
Updates 3640, num timesteps 1092300, FPS 67, mean/median reward 28.3/28.0, min/max reward 1.0/88.0, entropy 1.01821, value loss 32.54753, policy loss 0.29048, distill_loss -42.23494, time 271.58230 min
Updates 3650, num timesteps 1095300, FPS 67, mean/median reward 36.4/29.0, min/max reward 1.0/119.0, entropy 1.25878, value loss 5.38111, policy loss -0.81761, distill_loss -21.06980, time 272.32287 min
Updates 3660, num timesteps 1098300, FPS 67, mean/median reward 36.4/31.0, min/max reward -5.0/119.0, entropy 1.00755, value loss 2.49183, policy loss -0.28371, distill_loss -31.38538, time 273.06157 min
Updates 3670, num timesteps 1101300, FPS 67, mean/median reward 41.1/38.0, min/max reward -5.0/119.0, entropy 1.14509, value loss 2.36442, policy loss -0.22604, distill_loss -28.73450, time 273.79933 min
Updates 3680, num timesteps 1104300, FPS 67, mean/median reward 36.3/31.0, min/max reward -5.0/110.0, entropy 1.14400, value loss 2.92753, policy loss -0.35972, distill_loss -29.63072, time 274.52961 min
Updates 3690, num timesteps 1107300, FPS 67, mean/median reward 37.9/40.0, min/max reward -5.0/110.0, entropy 1.32603, value loss 3.54900, policy loss -0.77970, distill_loss -23.99351, time 275.26532 min
Updates 3700, num timesteps 1110300, FPS 67, mean/median reward 34.1/35.0, min/max reward -5.0/110.0, entropy 0.97387, value loss 18.59300, policy loss -0.09141, distill_loss -28.73704, time 276.01367 min
Updates 3710, num timesteps 1113300, FPS 67, mean/median reward 24.3/15.0, min/max reward -5.0/110.0, entropy 1.01351, value loss 5.78219, policy loss 0.52881, distill_loss -23.98031, time 276.74131 min
Updates 3720, num timesteps 1116300, FPS 67, mean/median reward 25.2/15.0, min/max reward -1.0/110.0, entropy 1.04168, value loss 2.77217, policy loss -0.26792, distill_loss -34.85595, time 277.48105 min
Updates 3730, num timesteps 1119300, FPS 67, mean/median reward 25.2/15.0, min/max reward -1.0/110.0, entropy 1.02558, value loss 10.53430, policy loss -0.33986, distill_loss -20.77558, time 278.20892 min
Updates 3740, num timesteps 1122300, FPS 67, mean/median reward 25.6/15.0, min/max reward -1.0/110.0, entropy 0.91047, value loss 3.65383, policy loss 0.02227, distill_loss -29.65405, time 278.93487 min
Updates 3750, num timesteps 1125300, FPS 67, mean/median reward 23.4/15.0, min/max reward -5.0/95.0, entropy 1.04184, value loss 2.81789, policy loss -0.11738, distill_loss -20.23588, time 279.65617 min
Updates 3760, num timesteps 1128300, FPS 67, mean/median reward 21.1/15.0, min/max reward -5.0/95.0, entropy 1.03975, value loss 4.30195, policy loss -0.18700, distill_loss -24.37037, time 280.37082 min
Updates 3770, num timesteps 1131300, FPS 67, mean/median reward 24.3/17.0, min/max reward -5.0/95.0, entropy 1.32932, value loss 2.56406, policy loss -0.33035, distill_loss -24.61738, time 281.11123 min
Updates 3780, num timesteps 1134300, FPS 67, mean/median reward 22.0/17.0, min/max reward -9.0/95.0, entropy 1.43664, value loss 2.07529, policy loss 0.25742, distill_loss -21.49350, time 281.83769 min
Updates 3790, num timesteps 1137300, FPS 67, mean/median reward 20.4/17.0, min/max reward -14.0/64.0, entropy 1.51659, value loss 8.60815, policy loss 0.84130, distill_loss -23.20388, time 282.57219 min
Updates 3800, num timesteps 1140300, FPS 67, mean/median reward 21.1/17.0, min/max reward -14.0/64.0, entropy 1.52333, value loss 1.48399, policy loss 0.02444, distill_loss -19.38931, time 283.30725 min
Updates 3810, num timesteps 1143300, FPS 67, mean/median reward 24.7/20.0, min/max reward -14.0/64.0, entropy 1.46899, value loss 19.30496, policy loss 1.29482, distill_loss -20.49256, time 284.04121 min
Updates 3820, num timesteps 1146300, FPS 67, mean/median reward 22.8/20.0, min/max reward -14.0/64.0, entropy 1.59600, value loss 1.77522, policy loss -0.36720, distill_loss -23.47180, time 284.76911 min
Updates 3830, num timesteps 1149300, FPS 67, mean/median reward 28.3/23.0, min/max reward -14.0/63.0, entropy 1.82281, value loss 0.95610, policy loss 0.11978, distill_loss -21.61709, time 285.49792 min
Updates 3840, num timesteps 1152300, FPS 67, mean/median reward 26.4/23.0, min/max reward -14.0/63.0, entropy 1.75937, value loss 5.95386, policy loss 0.42139, distill_loss -29.60068, time 286.23203 min
Updates 3850, num timesteps 1155300, FPS 67, mean/median reward 25.1/21.0, min/max reward -14.0/63.0, entropy 1.72563, value loss 3.72694, policy loss 0.00793, distill_loss -16.52964, time 286.98618 min
Updates 3860, num timesteps 1158300, FPS 67, mean/median reward 23.2/20.0, min/max reward -14.0/63.0, entropy 1.36011, value loss 36.44742, policy loss 1.19513, distill_loss -24.89110, time 287.72224 min
Updates 3870, num timesteps 1161300, FPS 67, mean/median reward 21.1/18.0, min/max reward -14.0/63.0, entropy 1.40007, value loss 2.42643, policy loss 0.21471, distill_loss -30.15092, time 288.45877 min
Updates 3880, num timesteps 1164300, FPS 67, mean/median reward 24.1/21.0, min/max reward -9.0/65.0, entropy 1.28001, value loss 10.81674, policy loss 0.60497, distill_loss -37.16247, time 289.20906 min
Updates 3890, num timesteps 1167300, FPS 67, mean/median reward 23.2/21.0, min/max reward -9.0/65.0, entropy 1.41291, value loss 20.75794, policy loss 0.82564, distill_loss -28.33273, time 289.93790 min
Updates 3900, num timesteps 1170300, FPS 67, mean/median reward 24.0/21.0, min/max reward -9.0/65.0, entropy 1.49375, value loss 3.49724, policy loss -0.33653, distill_loss -30.34880, time 290.67991 min
Updates 3910, num timesteps 1173300, FPS 67, mean/median reward 24.5/21.0, min/max reward -9.0/65.0, entropy 1.68373, value loss 1.43971, policy loss 0.32242, distill_loss -26.75165, time 291.41435 min
Updates 3920, num timesteps 1176300, FPS 67, mean/median reward 33.0/25.0, min/max reward -9.0/144.0, entropy 1.34879, value loss 5.63832, policy loss -0.09790, distill_loss -39.62386, time 292.15870 min
Updates 3930, num timesteps 1179300, FPS 67, mean/median reward 31.2/22.0, min/max reward -9.0/144.0, entropy 1.37241, value loss 5.24066, policy loss -0.77865, distill_loss -30.46305, time 292.88850 min
Updates 3940, num timesteps 1182300, FPS 67, mean/median reward 38.6/24.0, min/max reward 3.0/144.0, entropy 1.36298, value loss 0.82837, policy loss -0.09031, distill_loss -33.25768, time 293.60600 min
Updates 3950, num timesteps 1185300, FPS 67, mean/median reward 37.9/25.0, min/max reward 3.0/144.0, entropy 1.54562, value loss 3.50212, policy loss 0.00554, distill_loss -21.81940, time 294.34446 min
Updates 3960, num timesteps 1188300, FPS 67, mean/median reward 39.5/25.0, min/max reward 3.0/144.0, entropy 1.65756, value loss 9.74000, policy loss 0.36214, distill_loss -25.02356, time 295.06779 min
Updates 3970, num timesteps 1191300, FPS 67, mean/median reward 38.9/24.0, min/max reward -4.0/144.0, entropy 1.19253, value loss 12.33995, policy loss 0.83117, distill_loss -35.16419, time 295.80379 min
Updates 3980, num timesteps 1194300, FPS 67, mean/median reward 39.2/24.0, min/max reward -4.0/144.0, entropy 1.65643, value loss 1.95605, policy loss -0.09218, distill_loss -18.75572, time 296.53518 min
Updates 3990, num timesteps 1197300, FPS 67, mean/median reward 33.6/22.0, min/max reward -6.0/134.0, entropy 1.50125, value loss 12.29709, policy loss 0.81490, distill_loss -21.60751, time 297.27203 min
Updates 4000, num timesteps 1200300, FPS 67, mean/median reward 35.9/22.0, min/max reward -6.0/138.0, entropy 1.53895, value loss 32.89530, policy loss 0.94843, distill_loss -26.15645, time 298.02261 min
Updates 4010, num timesteps 1203300, FPS 67, mean/median reward 36.4/22.0, min/max reward -6.0/155.0, entropy 1.55587, value loss 1.56110, policy loss 0.24238, distill_loss -27.00386, time 298.76533 min
Updates 4020, num timesteps 1206300, FPS 67, mean/median reward 36.5/19.0, min/max reward -6.0/155.0, entropy 1.69843, value loss 4.22094, policy loss 0.81097, distill_loss -25.06002, time 299.51051 min
Updates 4030, num timesteps 1209300, FPS 67, mean/median reward 36.2/20.0, min/max reward -6.0/155.0, entropy 1.75896, value loss 0.81561, policy loss -0.30498, distill_loss -25.38002, time 300.24737 min
Updates 4040, num timesteps 1212300, FPS 67, mean/median reward 35.0/20.0, min/max reward -6.0/155.0, entropy 1.71850, value loss 1.86524, policy loss 0.53824, distill_loss -27.45732, time 300.97615 min
Updates 4050, num timesteps 1215300, FPS 67, mean/median reward 36.0/20.0, min/max reward -4.0/155.0, entropy 1.79653, value loss 17.08729, policy loss 0.96071, distill_loss -25.85978, time 301.70029 min
Updates 4060, num timesteps 1218300, FPS 67, mean/median reward 30.0/23.0, min/max reward -10.0/155.0, entropy 1.64910, value loss 12.56700, policy loss 0.27085, distill_loss -29.45017, time 302.42368 min
Updates 4070, num timesteps 1221300, FPS 67, mean/median reward 31.0/27.0, min/max reward -10.0/155.0, entropy 1.60058, value loss 1.46285, policy loss 0.10243, distill_loss -37.37677, time 303.15807 min
Updates 4080, num timesteps 1224300, FPS 67, mean/median reward 27.2/20.0, min/max reward -10.0/155.0, entropy 1.20788, value loss 12.07826, policy loss 0.35543, distill_loss -41.00019, time 303.91887 min
Updates 4090, num timesteps 1227300, FPS 67, mean/median reward 29.9/23.0, min/max reward -10.0/155.0, entropy 1.48167, value loss 4.69198, policy loss 0.00747, distill_loss -30.75378, time 304.66292 min
Updates 4100, num timesteps 1230300, FPS 67, mean/median reward 29.5/19.0, min/max reward -10.0/155.0, entropy 0.97739, value loss 3.21613, policy loss 0.37794, distill_loss -38.81408, time 305.43607 min
Updates 4110, num timesteps 1233300, FPS 67, mean/median reward 33.5/20.0, min/max reward -10.0/117.0, entropy 1.18012, value loss 11.71852, policy loss -0.23685, distill_loss -34.66639, time 306.18821 min
Updates 4120, num timesteps 1236300, FPS 67, mean/median reward 29.0/20.0, min/max reward -10.0/117.0, entropy 1.57720, value loss 1.30318, policy loss -0.54930, distill_loss -24.27101, time 306.92146 min
Updates 4130, num timesteps 1239300, FPS 67, mean/median reward 32.4/25.0, min/max reward -10.0/119.0, entropy 1.70701, value loss 3.00389, policy loss -1.12637, distill_loss -24.03880, time 307.66130 min
Updates 4140, num timesteps 1242300, FPS 67, mean/median reward 41.5/27.0, min/max reward -5.0/170.0, entropy 1.26919, value loss 12.91918, policy loss 0.81601, distill_loss -40.88404, time 308.40329 min
Updates 4150, num timesteps 1245300, FPS 67, mean/median reward 47.0/29.0, min/max reward -5.0/170.0, entropy 1.61947, value loss 4.33604, policy loss 0.47935, distill_loss -31.29303, time 309.14579 min
Updates 4160, num timesteps 1248300, FPS 67, mean/median reward 46.0/29.0, min/max reward -5.0/170.0, entropy 1.59137, value loss 1.88828, policy loss -0.38046, distill_loss -32.60102, time 309.87483 min
Updates 4170, num timesteps 1251300, FPS 67, mean/median reward 43.9/28.0, min/max reward -5.0/170.0, entropy 1.76242, value loss 7.37423, policy loss -0.06069, distill_loss -27.77670, time 310.60771 min
Updates 4180, num timesteps 1254300, FPS 67, mean/median reward 42.5/27.0, min/max reward -3.0/170.0, entropy 1.72512, value loss 6.44845, policy loss 0.64033, distill_loss -26.10606, time 311.33859 min
Updates 4190, num timesteps 1257300, FPS 67, mean/median reward 39.9/27.0, min/max reward -3.0/170.0, entropy 1.68142, value loss 3.39321, policy loss -0.29823, distill_loss -29.85077, time 312.08598 min
Updates 4200, num timesteps 1260300, FPS 67, mean/median reward 32.1/23.0, min/max reward -3.0/90.0, entropy 1.28683, value loss 2.36698, policy loss 0.03080, distill_loss -43.82831, time 312.83170 min
Updates 4210, num timesteps 1263300, FPS 67, mean/median reward 30.0/26.0, min/max reward -3.0/90.0, entropy 1.77125, value loss 1.41717, policy loss 0.39773, distill_loss -29.68506, time 313.59834 min
Updates 4220, num timesteps 1266300, FPS 67, mean/median reward 28.4/26.0, min/max reward -3.0/69.0, entropy 1.73919, value loss 8.11143, policy loss 0.01925, distill_loss -27.38408, time 314.35467 min
Updates 4230, num timesteps 1269300, FPS 67, mean/median reward 30.3/27.0, min/max reward -3.0/86.0, entropy 1.73585, value loss 1.22005, policy loss 0.35801, distill_loss -29.12336, time 315.09361 min
Updates 4240, num timesteps 1272300, FPS 67, mean/median reward 29.8/26.0, min/max reward 2.0/86.0, entropy 1.76832, value loss 5.25423, policy loss 0.24315, distill_loss -26.23514, time 315.83560 min
Updates 4250, num timesteps 1275300, FPS 67, mean/median reward 25.9/19.0, min/max reward -2.0/86.0, entropy 1.58560, value loss 19.59143, policy loss 1.15662, distill_loss -37.59997, time 316.57556 min
Updates 4260, num timesteps 1278300, FPS 67, mean/median reward 26.2/19.0, min/max reward -2.0/86.0, entropy 1.59342, value loss 3.66183, policy loss -0.16103, distill_loss -31.72597, time 317.31692 min
Updates 4270, num timesteps 1281300, FPS 67, mean/median reward 28.8/24.0, min/max reward -2.0/86.0, entropy 1.47197, value loss 2.90288, policy loss -0.11714, distill_loss -44.09776, time 318.06480 min
Updates 4280, num timesteps 1284300, FPS 67, mean/median reward 29.3/19.0, min/max reward -2.0/86.0, entropy 1.64990, value loss 3.98226, policy loss -0.74487, distill_loss -31.12433, time 318.82479 min
Updates 4290, num timesteps 1287300, FPS 67, mean/median reward 32.8/20.0, min/max reward -2.0/127.0, entropy 1.47712, value loss 12.78633, policy loss -0.42742, distill_loss -37.97260, time 319.57106 min
Updates 4300, num timesteps 1290300, FPS 67, mean/median reward 29.0/19.0, min/max reward -6.0/127.0, entropy 1.70139, value loss 5.51880, policy loss -0.11624, distill_loss -27.15178, time 320.32404 min
Updates 4310, num timesteps 1293300, FPS 67, mean/median reward 35.8/24.0, min/max reward -6.0/127.0, entropy 1.67190, value loss 1.22459, policy loss 0.37952, distill_loss -28.36719, time 321.09931 min
Updates 4320, num timesteps 1296300, FPS 67, mean/median reward 37.3/25.0, min/max reward -6.0/127.0, entropy 1.11680, value loss 1.14380, policy loss -0.28890, distill_loss -42.14401, time 321.85394 min
Updates 4330, num timesteps 1299300, FPS 67, mean/median reward 35.9/22.0, min/max reward -6.0/127.0, entropy 1.55628, value loss 10.58664, policy loss -0.35649, distill_loss -33.03572, time 322.60138 min
